STT,type,tên giống loài,tuổi thọ trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,is_cat
89,Dog,Appenzeller,12 năm – 14 năm,"Appenzeller Sennenhund là giống chó chăn gia súc và bảo vệ xuất xứ từ vùng Appenzell, Thụy Sĩ. Chúng có thân hình vạm vỡ, cơ bắp chắc chắn, bộ lông ngắn 3 màu đặc trưng (đen – trắng – nâu) và chiếc đuôi cong tròn cuộn trên lưng.

Giống chó này thông minh, lanh lợi, trung thành và cảnh giác cao, rất phù hợp làm chó canh gác và bảo vệ. Chúng cũng thân thiện với trẻ em và hòa đồng khi được xã hội hóa từ nhỏ, nhưng có thể tỏ ra dè chừng với người lạ.

Appenzeller cần vận động nhiều mỗi ngày với các hoạt động như chạy nhảy, đi dạo đường dài, kéo xe hoặc tham gia các trò chơi huấn luyện trí tuệ. Đây không phải là giống chó thích hợp cho không gian nhỏ hẹp, mà cần sân vườn rộng rãi hoặc vùng nông thôn để phát huy bản năng làm việc.

Bộ lông ngắn và bóng nên việc chăm sóc khá đơn giản, chỉ cần chải 1 – 2 lần/tuần để loại bỏ lông chết và giữ cho lông mượt. Vệ sinh tai, mắt, răng và cắt móng thường xuyên giúp ngăn ngừa bệnh tật.

Chế độ dinh dưỡng cần nhiều protein từ thịt nạc, cá, kết hợp với rau củ và tinh bột nguyên hạt để duy trì năng lượng cao. Không nên cho ăn quá nhiều chất béo để tránh thừa cân, vì Appenzeller là giống chó làm việc, cần giữ vóc dáng khỏe mạnh và dẻo dai.

Về sức khỏe, Appenzeller Sennenhund nhìn chung khỏe mạnh, ít bệnh di truyền, nhưng có thể gặp các vấn đề về xương hông (loạn sản), mắt và béo phì nếu ít vận động. Khám thú y định kỳ và cho chúng vận động đầy đủ sẽ giúp kéo dài tuổi thọ và duy trì sự sung sức.",25 – 40 triệu VNĐ,10 – 15 triệu VNĐ,2.000 – 2.500 USD,4,4,1,4,0
90,Dog,EntleBucher,11 năm – 15 năm,"Entlebucher Sennenhund là giống chó nhỏ nhất trong tứ đại chó núi Thụy Sĩ (cùng với Bernese, Appenzeller và Greater Swiss Mountain Dog). Chúng có thân hình cơ bắp, chắc nịch, bộ lông ngắn, mượt với màu tam thể đặc trưng: đen – trắng – nâu.

Tính cách nổi bật của Entlebucher là thông minh, trung thành, dũng cảm và rất năng động. Chúng thường gắn bó chặt chẽ với một người chủ, thích được tham gia các hoạt động ngoài trời, trò chơi thể lực và huấn luyện vâng lời. Tuy nhiên, do bản năng bảo vệ mạnh, Entlebucher có thể tỏ ra cảnh giác với người lạ, nên cần được xã hội hóa từ nhỏ.

Giống chó này cần nhiều vận động hàng ngày: đi dạo dài, chạy bộ, kéo xe nhỏ, hoặc tham gia các môn thể thao chó như agility. Nếu thiếu hoạt động, chúng có thể trở nên bồn chồn và phá phách.

Bộ lông ngắn nên chăm sóc khá dễ dàng – chỉ cần chải 1 lần/tuần để loại bỏ lông rụng và giữ cho lông bóng mượt. Tắm định kỳ, vệ sinh tai, mắt, răng và cắt móng thường xuyên cũng rất quan trọng để giữ vệ sinh.

Về dinh dưỡng, Entlebucher cần một chế độ ăn giàu protein chất lượng cao từ thịt, cá, trứng, kết hợp với rau củ và ngũ cốc nguyên hạt. Do chúng rất năng động, khẩu phần ăn cần cân đối để cung cấp đủ năng lượng, đồng thời tránh tình trạng thừa cân.

Sức khỏe của Entlebucher nhìn chung tốt, nhưng có thể gặp các vấn đề di truyền như loạn sản xương hông, loạn sản khuỷu và bệnh về mắt (PRA – teo võng mạc tiến triển). Khám thú y định kỳ, vận động hợp lý và duy trì cân nặng ổn định sẽ giúp giống chó này khỏe mạnh, vui vẻ và sống thọ.",25 – 40 triệu VNĐ,12 – 18 triệu VNĐ,1.500 – 2.500 USD,4,3,1,4,0
91,Dog,boxer,10 năm – 12 năm,"Boxer là giống chó có nguồn gốc từ Đức, thuộc nhóm chó lao động, nổi bật với thân hình cơ bắp, ngực nở, mõm ngắn đặc trưng và khuôn mặt biểu cảm. Chúng mang tính cách mạnh mẽ, năng động, nhưng đồng thời rất tình cảm, trung thành và thân thiện với trẻ nhỏ, khiến Boxer được mệnh danh là “chú hề trong thế giới loài chó”.

Boxer thông minh, dễ huấn luyện, nhưng đôi khi hơi bướng bỉnh. Chúng cần được giáo dục từ sớm bằng phương pháp tích cực, kiên nhẫn và nhất quán. Nhờ bản năng bảo vệ mạnh mẽ, Boxer là một trong những giống chó giữ nhà và bảo vệ gia đình rất tốt.

Giống chó này có nhu cầu vận động cao – cần đi dạo dài, chạy bộ, chơi bóng hoặc tham gia các hoạt động thể lực hàng ngày. Nếu không được vận động đầy đủ, Boxer dễ trở nên hiếu động thái quá và gây ra hành vi phá phách.

Bộ lông ngắn, mượt của Boxer khá dễ chăm sóc – chỉ cần chải 1 lần/tuần để loại bỏ lông rụng. Tuy nhiên, da của chúng khá nhạy cảm, dễ bị kích ứng, nên cần tắm bằng sữa tắm dịu nhẹ và tránh tắm quá thường xuyên. Vệ sinh răng miệng, tai và cắt móng định kỳ cũng rất quan trọng.

Về dinh dưỡng, Boxer cần khẩu phần giàu protein và chất béo lành mạnh để duy trì cơ bắp, kết hợp cùng rau củ và tinh bột nguyên hạt. Do có xu hướng dễ tăng cân và bị chướng hơi, nên không cho ăn quá nhiều tinh bột và thức ăn khó tiêu.

Về sức khỏe, Boxer có thể gặp một số bệnh di truyền như bệnh tim, loạn sản xương hông, dị ứng da và ung thư. Khám thú y định kỳ, chế độ ăn khoa học và duy trì vận động hợp lý sẽ giúp Boxer sống khỏe mạnh và năng động bên gia đình.",25 – 40 triệu VNĐ,10 – 18 triệu VNĐ,1.500 – 3.000 USD,3,3,1,2,0
92,Dog,bull_mastiff,8 năm – 10 năm,"Bullmastiff là giống chó có nguồn gốc từ Anh, được lai giữa Bulldog và Mastiff để trở thành chó bảo vệ tài sản. Chúng có thân hình cực kỳ vạm vỡ, ngực rộng, cơ bắp chắc nịch và đầu to với hàm khỏe. Ngoại hình oai vệ, kết hợp với sự dũng cảm và trung thành, khiến Bullmastiff trở thành “người gác đêm” đáng tin cậy.

Tính cách của Bullmastiff điềm tĩnh, dũng cảm, bảo vệ mạnh mẽ nhưng ít sủa bừa. Chúng rất trung thành với gia đình, thân thiện với trẻ em khi được nuôi dưỡng đúng cách. Tuy nhiên, bản năng bảo vệ mạnh khiến chúng cảnh giác cao với người lạ, nên cần xã hội hóa từ nhỏ để tránh hung dữ.

Giống chó này không quá hiếu động, nhưng do kích thước lớn, chúng vẫn cần được đi dạo hằng ngày, tập luyện ở mức vừa phải để duy trì sức khỏe. Bullmastiff thích hợp sống trong nhà có sân vườn rộng, không phù hợp nuôi trong căn hộ nhỏ.

Bộ lông ngắn, mượt nên rất dễ chăm sóc – chỉ cần chải 1 lần/tuần để giữ sạch sẽ. Tuy nhiên, Bullmastiff dễ bị chảy dãi, nên cần lau miệng thường xuyên. Vệ sinh răng miệng, tai và cắt móng định kỳ cũng rất quan trọng để ngăn bệnh tật.

Chế độ ăn của Bullmastiff phải giàu protein từ thịt, cá, kết hợp tinh bột và rau củ để duy trì năng lượng cho cơ bắp. Do trọng lượng lớn, cần chia nhỏ khẩu phần để tránh chướng bụng và béo phì.

Về sức khỏe, Bullmastiff dễ mắc các bệnh di truyền như loạn sản xương hông, bệnh tim, ung thư và các vấn đề hô hấp do cấu trúc mõm ngắn. Khám thú y định kỳ, duy trì cân nặng hợp lý và chế độ vận động khoa học sẽ giúp Bullmastiff sống khỏe mạnh và gắn bó lâu dài với gia đình.",35 – 60 triệu VNĐ,15 – 25 triệu VNĐ,2.000 – 4.000 USD,2,1,1,4,0
93,Dog,Tibetan_mastiff,10 năm – 12 năm,"Tibetan Mastiff là giống chó cổ xưa có nguồn gốc từ dãy Himalaya, được người Tây Tạng nuôi để bảo vệ tu viện và gia súc. Chúng nổi bật với thân hình to lớn, khung xương chắc nịch, bờm lông dày quanh cổ trông như sư tử, tạo nên dáng vẻ oai vệ và quyền lực.

Tính cách của Tibetan Mastiff mạnh mẽ, độc lập, trung thành và có bản năng bảo vệ lãnh thổ rất cao. Chúng cảnh giác với người lạ, nhưng lại hết mực gắn bó và bảo vệ chủ nhân. Do bản tính bướng bỉnh và độc lập, chúng cần người chủ có kinh nghiệm huấn luyện.

Giống chó này cần không gian rộng, thích hợp nuôi ở sân vườn hoặc vùng nông thôn, không phù hợp sống trong căn hộ nhỏ. Mặc dù to lớn, Tibetan Mastiff không quá hiếu động, nhưng vẫn cần được đi dạo hằng ngày và vận động vừa phải để giữ vóc dáng cân đối.

Bộ lông dày, hai lớp giúp chịu lạnh tốt nhưng rụng nhiều theo mùa. Cần chải lông 2 – 3 lần/tuần, vào mùa rụng lông phải chải hàng ngày để tránh rối. Tắm định kỳ, vệ sinh răng, tai, cắt móng thường xuyên là cần thiết để duy trì sức khỏe.

Chế độ dinh dưỡng của Tibetan Mastiff phải giàu protein và khoáng chất để đáp ứng nhu cầu phát triển cơ bắp và xương khớp. Nên chia khẩu phần thành nhiều bữa nhỏ để tránh các vấn đề về tiêu hóa, đặc biệt là xoắn dạ dày.

Về sức khỏe, Tibetan Mastiff dễ gặp các bệnh liên quan đến xương khớp (loạn sản hông, loạn sản khuỷu), bệnh tuyến giáp và béo phì nếu ít vận động. Kiểm tra thú y định kỳ và chế độ chăm sóc khoa học sẽ giúp chúng sống thọ, khỏe mạnh và giữ được sự oai hùng vốn có.",60 – 120 triệu VNĐ,20 – 40 triệu VNĐ,2.000 – 5.000 USD,1,1,4,4,0
94,Dog,French_bulldog,10 năm – 12 năm,"French Bulldog là giống chó cảnh nổi tiếng có nguồn gốc từ Pháp, sở hữu thân hình nhỏ gọn, cơ bắp chắc khỏe, đầu to tròn, mõm ngắn và đôi tai dựng hình “tai dơi” đặc trưng. Ngoại hình đáng yêu kết hợp với tính cách thân thiện đã khiến chúng trở thành một trong những giống chó cảnh phổ biến nhất thế giới.

French Bulldog có tính cách vui vẻ, hiền lành, tình cảm và rất gắn bó với chủ nhân. Chúng ít sủa, thích hợp sống ở căn hộ hoặc nhà phố. Tuy nhiên, giống chó này khá nhạy cảm và có xu hướng phụ thuộc nhiều vào chủ, không thích bị bỏ ở nhà một mình quá lâu.

Do vóc dáng nhỏ và không quá hiếu động, French Bulldog chỉ cần những buổi đi dạo ngắn hoặc chơi trong nhà là đủ. Tránh cho chúng vận động quá sức, đặc biệt trong thời tiết nóng, vì giống chó mặt ngắn này dễ gặp khó khăn trong hô hấp.

Bộ lông ngắn, mượt, ít rụng nên việc chăm sóc khá đơn giản – chỉ cần chải 1 lần/tuần để giữ sạch và bóng mượt. Tuy nhiên, cần đặc biệt chú ý vệ sinh nếp nhăn trên mặt để tránh tích tụ bụi bẩn và vi khuẩn. Vệ sinh tai, răng, cắt móng định kỳ cũng rất quan trọng.

Chế độ ăn của French Bulldog cần cân đối, với protein từ thịt nạc, cá, trứng kết hợp rau củ và tinh bột nguyên hạt. Do dễ tăng cân, cần kiểm soát khẩu phần ăn và tránh cho ăn quá nhiều đồ ăn vặt hoặc thức ăn nhiều dầu mỡ.

Về sức khỏe, French Bulldog thường gặp các vấn đề liên quan đến đường hô hấp (do cấu trúc mũi ngắn), dị ứng da, bệnh cột sống và béo phì. Khám thú y định kỳ, kiểm soát cân nặng và giữ môi trường sống mát mẻ sẽ giúp chúng khỏe mạnh và hạnh phúc bên gia đình.",25 – 45 triệu VNĐ,12 – 20 triệu VNĐ,2.500 – 4.000 USD,1,1,1,2,0
95,Dog,Great_Dane,8 năm – 10 năm,"Great Dane là giống chó khổng lồ có nguồn gốc từ Đức, nổi tiếng với chiều cao vượt trội – được mệnh danh là “Apollo trong thế giới loài chó”. Chúng có thân hình cao lớn, ngực rộng, cơ bắp săn chắc nhưng dáng đi lại thanh thoát và oai vệ.

Tính cách của Great Dane điềm tĩnh, hiền lành, tình cảm và rất trung thành. Mặc dù ngoại hình to lớn có thể khiến người khác e dè, nhưng chúng thường dịu dàng, thân thiện và được coi là “người khổng lồ hiền lành”. Chúng rất gắn bó với gia đình, đặc biệt yêu quý trẻ em, đồng thời cũng là chó canh gác đáng tin cậy.

Giống chó này cần không gian rộng rãi để sinh hoạt, thích hợp với nhà có sân vườn. Mặc dù vóc dáng to lớn, Great Dane không quá hiếu động, chỉ cần những buổi đi dạo dài và vận động vừa phải để giữ sức khỏe. Tuy nhiên, do kích thước cơ thể lớn, chúng không nên vận động quá sức khi còn nhỏ để tránh ảnh hưởng đến sự phát triển xương khớp.

Bộ lông ngắn, mượt của Great Dane dễ chăm sóc – chỉ cần chải 1 lần/tuần để loại bỏ lông rụng. Tắm định kỳ, vệ sinh răng, tai và cắt móng thường xuyên sẽ giúp duy trì sức khỏe. Do dễ chảy dãi, chủ nuôi cần thường xuyên lau miệng cho chúng.

Chế độ dinh dưỡng của Great Dane cần giàu protein và canxi để hỗ trợ xương và cơ bắp, kết hợp với rau củ và tinh bột nguyên hạt. Nên chia nhỏ bữa ăn trong ngày để tránh nguy cơ xoắn dạ dày, vốn là bệnh thường gặp ở các giống chó khổng lồ.

Về sức khỏe, Great Dane có tuổi thọ ngắn so với nhiều giống chó khác. Chúng dễ gặp các vấn đề như loạn sản xương hông, bệnh tim, xoắn dạ dày và một số bệnh di truyền. Việc khám thú y định kỳ, chế độ dinh dưỡng hợp lý và chăm sóc khoa học sẽ giúp chúng sống khỏe mạnh và vui vẻ.",35 – 60 triệu VNĐ,15 – 25 triệu VNĐ,2.000 – 4.000 USD,3,3,1,2,0
96,Dog,Saint_Bernard,8 năm – 10 năm,"Saint Bernard là giống chó khổng lồ có nguồn gốc từ dãy Alps (Thụy Sĩ – Ý), nổi tiếng với vai trò chó cứu hộ trong tuyết lở. Chúng có thân hình to lớn, cơ bắp chắc khỏe, bộ lông dày (ngắn hoặc dài), màu nâu trắng pha loang đặc trưng và khuôn mặt hiền hậu.

Tính cách của Saint Bernard điềm tĩnh, hiền lành, trung thành và rất thân thiện. Chúng đặc biệt dịu dàng với trẻ em, thường được mệnh danh là “người khổng lồ nhân hậu”. Tuy nhiên, do kích thước to lớn, chúng cần được huấn luyện từ nhỏ để kiểm soát hành vi, tránh vô tình làm tổn thương người xung quanh.

Giống chó này cần không gian rộng để sinh hoạt, thích hợp với gia đình có sân vườn hoặc ở vùng nông thôn. Chúng không quá hiếu động, chỉ cần đi dạo hàng ngày và một số trò chơi vận động vừa phải. Do chịu nóng kém, Saint Bernard cần được nuôi trong môi trường mát mẻ, tránh vận động mạnh dưới thời tiết oi bức.

Bộ lông dày của Saint Bernard cần được chải 2 – 3 lần/tuần, vào mùa rụng lông cần chải thường xuyên hơn để tránh rối. Vệ sinh tai, răng, mắt và cắt móng định kỳ cũng rất quan trọng. Do dễ chảy dãi, chủ nuôi cũng cần lau miệng cho chúng thường xuyên.

Chế độ dinh dưỡng phải giàu protein, canxi và vitamin để hỗ trợ sự phát triển xương và cơ bắp. Nên chia khẩu phần ăn thành nhiều bữa nhỏ để hạn chế nguy cơ xoắn dạ dày, vốn khá phổ biến ở các giống chó khổng lồ.

Về sức khỏe, Saint Bernard dễ gặp các vấn đề như loạn sản xương hông, bệnh tim, xoắn dạ dày và các bệnh về mắt. Việc khám thú y định kỳ, chế độ ăn khoa học và vận động hợp lý sẽ giúp chúng khỏe mạnh, sống thọ và tiếp tục là “người bạn hiền lành khổng lồ” trong gia đình.",40 – 70 triệu VNĐ,18 – 30 triệu VNĐ,2.500 – 4.500 USD,3,3,3,1,0
97,Dog,Eskimo_dog,10 năm – 15 năm,"Chó Eskimo Canada là một trong những giống chó kéo xe cổ xưa nhất ở Bắc Mỹ, gắn liền với đời sống của người Inuit. Chúng có thân hình cường tráng, sức bền dẻo dai, được mệnh danh là “cỗ máy kéo tuyết” tự nhiên. Bộ lông dày hai lớp (ngoài dài, trong lót mềm) giúp chúng chịu lạnh cực tốt, với màu sắc thường gặp: trắng, đen – trắng, xám, đỏ hoặc vàng kem.

Tính cách của Canadian Eskimo Dog mạnh mẽ, độc lập, trung thành và dũng cảm. Chúng rất tận tụy với chủ, nhưng do bản năng làm việc cao, đôi khi có xu hướng cứng đầu và không phù hợp cho người mới nuôi chó lần đầu. Cần huấn luyện từ sớm để kiểm soát bản năng săn mồi và tăng khả năng hòa nhập xã hội.

Giống chó này cần vận động nhiều: chạy đường dài, kéo vật nặng hoặc chơi các trò thể thao ngoài trời. Nếu bị nuôi nhốt trong không gian chật hẹp, chúng dễ sinh ra căng thẳng và phá phách. Vì vậy, Eskimo Dog thích hợp với người có kinh nghiệm, sống ở nơi khí hậu mát lạnh và có không gian rộng rãi.

Bộ lông của chúng cần được chải 2 – 3 lần/tuần, thường xuyên hơn vào mùa rụng lông. Do quen với thời tiết lạnh, chúng dễ bị sốc nhiệt khi nuôi ở vùng khí hậu nóng, nên cần giữ mát và tránh để ngoài trời nắng gắt.

Về dinh dưỡng, chúng cần chế độ ăn giàu protein và chất béo để cung cấp năng lượng cho cơ bắp và hoạt động thể lực. Các bệnh thường gặp ở giống chó này gồm loạn sản xương hông, viêm khớp, bệnh về mắt và dạ dày.

Do số lượng nuôi hiện nay khá hiếm, Canadian Eskimo Dog được coi là giống chó quý, nằm trong danh sách bảo tồn.",30 – 50 triệu VNĐ,15 – 25 triệu VNĐ,2.500 – 5.000 USD,4,3,3,1,0
98,Dog,malamute,10 năm – 14 năm,"Alaskan Malamute là một trong những giống chó kéo xe lâu đời nhất trên thế giới, được người Eskimo dùng để kéo xe nặng trên tuyết và săn bắn. Chúng có thân hình to lớn, cơ bắp khỏe mạnh, bền bỉ, nổi bật với bộ lông dày hai lớp màu xám – trắng, đen – trắng, hoặc đỏ – trắng, cùng chiếc đuôi cong phủ lông dày.

Malamute thông minh, trung thành và tình cảm, đặc biệt gắn bó với gia đình, nhưng cũng khá độc lập và đôi khi bướng bỉnh. Đây là giống chó năng động, thích phiêu lưu, rất thân thiện với người nhưng không phù hợp làm chó canh gác vì ít sủa và quá hiền với người lạ.

Do có nguồn gốc từ vùng băng tuyết, Malamute cần vận động nhiều mỗi ngày như chạy bộ, đi dạo đường dài, kéo xe hoặc chơi các trò thể thao ngoài trời. Nếu thiếu vận động, chúng dễ tăng cân, buồn chán và phá phách.

Bộ lông dày cần chải ít nhất 2 – 3 lần/tuần, và chải hàng ngày vào mùa rụng lông. Tắm không cần quá thường xuyên, nhưng vệ sinh răng, tai và cắt móng cần được duy trì đều đặn. Ở vùng khí hậu nóng, cần tránh để Malamute tiếp xúc lâu ngoài nắng vì dễ bị sốc nhiệt.

Chế độ dinh dưỡng nên giàu protein, chất béo và khoáng chất, có thể bổ sung thịt nạc, cá hồi, trứng và rau củ. Tránh thức ăn nhiều dầu mỡ hoặc tinh bột kém chất lượng.

Một số vấn đề sức khỏe thường gặp ở giống chó này gồm loạn sản xương hông, các bệnh về mắt (đục thủy tinh thể, teo võng mạc) và béo phì nếu ít vận động.

Malamute là giống chó tuyệt vời cho những gia đình năng động, có không gian rộng và yêu thích các hoạt động ngoài trời.",20 – 40 triệu VNĐ,10 – 18 triệu VNĐ,2.000 – 4.500 USD,5,3,4,1,0
99,Dog,Siberian_husky,12 năm – 15 năm,"Siberian Husky là giống chó kéo xe tuyết có nguồn gốc từ Siberia (Nga), nổi tiếng với ngoại hình đẹp mắt: thân hình cân đối, cơ bắp săn chắc, bộ lông dày hai lớp (trắng – đen, trắng – xám, nâu – trắng…), đôi tai tam giác dựng đứng và đôi mắt xanh băng hoặc hai màu (mắt bi).

Husky thông minh, giàu năng lượng, tính cách thân thiện, hòa đồng, rất quấn người nhưng lại không giỏi canh gác vì thường thân thiện cả với người lạ. Chúng đôi khi bướng bỉnh, nghịch ngợm và thích ""đào bới"", vì vậy cần huấn luyện kiên nhẫn và nhất quán.

Giống chó này cần vận động mạnh hàng ngày: chạy bộ, đi dạo dài, chơi trò kéo xe, hoặc các hoạt động thể lực ngoài trời. Nếu không được vận động đủ, Husky dễ sinh ra phá phách, cắn đồ đạc trong nhà.

Bộ lông dày của Husky cần chải 2 – 3 lần/tuần, và hằng ngày trong mùa thay lông để giảm rụng. Tắm định kỳ (1 – 2 tháng/lần), vệ sinh tai, răng và cắt móng là cần thiết. Do xuất xứ vùng lạnh, Husky không chịu nóng tốt, nên cần sống ở nơi thoáng mát, tránh nắng gắt.

Chế độ dinh dưỡng cần giàu protein, chất béo tốt và vitamin. Nên bổ sung thịt nạc, cá, trứng, rau củ, hạn chế tinh bột rẻ tiền và đồ ăn nhiều dầu mỡ.

Một số vấn đề sức khỏe Husky có thể gặp: loạn sản hông, đục thủy tinh thể, teo võng mạc và dị ứng da. Khám thú y định kỳ sẽ giúp kiểm soát tốt sức khỏe lâu dài.

Siberian Husky phù hợp với người yêu thích vận động, có thời gian chăm sóc và huấn luyện, đặc biệt là môi trường có khí hậu mát mẻ.",15 – 30 triệu VNĐ,6 – 12 triệu VNĐ,1.500 – 3.500 USD,4,1,3,2,0
100,Dog,affenpinscher,12 năm – 15 năm,"Affenpinscher là giống chó cảnh cổ xưa có nguồn gốc từ Đức, ban đầu được nuôi để bắt chuột trong nhà bếp và chuồng ngựa. Tên gọi của chúng xuất phát từ tiếng Đức “Affen” nghĩa là khỉ, bởi khuôn mặt có biểu cảm tinh nghịch giống loài khỉ.

Affenpinscher có kích thước nhỏ (cao 23 – 30 cm, nặng 3 – 6 kg), bộ lông xù ngắn, thô ráp, thường có màu đen tuyền, đôi khi xám hoặc bạc. Ngoại hình của chúng đáng yêu nhưng cũng toát lên vẻ tinh nghịch.

Về tính cách, giống chó này thông minh, dũng cảm, lanh lợi và rất trung thành với chủ. Chúng thường hiếu động, thích chơi đùa, tò mò và hơi “bướng bỉnh” nhưng dễ huấn luyện nếu áp dụng phương pháp tích cực. Do tính cảnh giác cao, chúng cũng có thể làm chó báo động tốt.

Affenpinscher cần được vận động nhẹ nhàng hàng ngày như đi bộ ngắn, chơi đồ chơi hoặc chạy nhảy trong sân vườn. Không đòi hỏi vận động quá nhiều, phù hợp với môi trường căn hộ.

Bộ lông cần chải 2 – 3 lần/tuần để tránh rối và giữ sạch. Nên tỉa lông định kỳ để giữ dáng gọn gàng. Vệ sinh răng, tai và cắt móng đều đặn giúp phòng bệnh.

Chế độ dinh dưỡng: ưu tiên thức ăn giàu protein chất lượng cao (thịt gà, bò, cá), kết hợp rau củ quả và ngũ cốc nguyên hạt. Tránh đồ ngọt và thức ăn dầu mỡ.

Về sức khỏe, Affenpinscher thường khỏe mạnh nhưng có thể gặp các bệnh về răng miệng, trật xương bánh chè, bệnh về mắt hoặc các vấn đề hô hấp do kích thước nhỏ. Khám thú y định kỳ và chăm sóc dinh dưỡng hợp lý sẽ giúp chúng sống khỏe mạnh, vui vẻ.",35 – 60 triệu VNĐ,20 – 30 triệu VNĐ,2.000 – 4.000 USD,4,4,3,4,0
101,Dog,basenji,12 năm – 14 năm,"Basenji là giống chó săn cổ xưa có nguồn gốc từ Trung Phi (Congo), nổi bật với đặc điểm không sủa như các loài chó khác mà thay vào đó phát ra âm thanh đặc biệt gọi là yodel (tiếng hú – ngân rung). Ngoại hình gọn gàng, nhỏ nhắn, cao 40 – 43 cm, nặng 9 – 12 kg, có đôi tai dựng, mắt hạnh nhân sắc sảo và chiếc đuôi xoắn tròn đặc trưng.

Tính cách: Basenji thông minh, độc lập, tò mò và cảnh giác cao. Chúng thân thiện với gia đình, tình cảm với chủ nhưng thường dè dặt với người lạ. Bướng bỉnh và khó huấn luyện hơn nhiều giống chó khác, nên cần người chủ kiên nhẫn, nhất quán và kinh nghiệm.

Giống chó này rất năng động, cần nhiều vận động hàng ngày như chạy bộ, đi dạo dài, chơi các trò săn mồi giả lập. Nếu không được giải phóng năng lượng, Basenji dễ phá phách hoặc tìm cách thoát ra ngoài.

Bộ lông ngắn, mịn và gần như không có mùi nên việc chăm sóc khá đơn giản. Chỉ cần chải 1 lần/tuần để loại bỏ lông chết. Giống này vốn sạch sẽ, thường tự liếm lông như mèo. Tuy nhiên, vẫn cần vệ sinh tai, răng và cắt móng định kỳ.

Chế độ dinh dưỡng: nên cho ăn thức ăn giàu protein và năng lượng (thịt nạc, cá, gan, rau củ, ngũ cốc nguyên hạt). Hạn chế tinh bột kém chất lượng và đồ ăn nhiều dầu mỡ.

Về sức khỏe, Basenji có thể mắc một số bệnh di truyền như hội chứng Fanconi (thận), loạn sản hông, bệnh về mắt (teo võng mạc). Khám thú y định kỳ và xét nghiệm di truyền từ khi chọn giống là rất quan trọng.

Basenji phù hợp với người năng động, kiên nhẫn trong huấn luyện và có không gian cho chó chạy nhảy.",40 – 70 triệu VNĐ,20 – 30 triệu VNĐ,1.800 – 4.000 USD,4,4,1,4,0
102,Dog,pug,12 năm – 15 năm,"Pug là giống chó cảnh nổi tiếng có nguồn gốc từ Trung Quốc, với ngoại hình nhỏ nhắn (cao 25 – 30 cm, nặng 6 – 8 kg), mặt ngắn, mũi tẹt và những nếp nhăn đặc trưng. Đôi mắt to, tròn cùng dáng đi vui nhộn khiến chúng trở thành một trong những giống chó được yêu thích nhất thế giới.

Tính cách: Pug hiền lành, thân thiện, quấn quýt chủ và đặc biệt rất tình cảm. Chúng thích hợp với môi trường gia đình, hòa đồng với trẻ em và các vật nuôi khác. Tuy nhiên, đôi khi Pug hơi “lười biếng” và tham ăn, dễ bị béo phì nếu không kiểm soát chế độ ăn.

Giống chó này không cần vận động quá nhiều, chỉ cần đi dạo ngắn hoặc chơi nhẹ nhàng mỗi ngày. Tuy nhiên, cần tránh cho vận động mạnh dưới trời nóng vì Pug dễ bị sốc nhiệt do đường hô hấp ngắn.

Bộ lông ngắn, mượt, dễ chăm sóc. Chỉ cần chải 1 – 2 lần/tuần để loại bỏ lông rụng. Do có nhiều nếp nhăn trên mặt, cần vệ sinh sạch sẽ vùng này thường xuyên để tránh viêm nhiễm. Ngoài ra, vệ sinh răng miệng, tai và cắt móng cũng rất quan trọng.

Chế độ dinh dưỡng: nên cho ăn khẩu phần cân đối, giàu protein và chất xơ, hạn chế tinh bột và chất béo. Không nên cho ăn quá nhiều đồ ăn vặt vì Pug rất dễ tăng cân.

Về sức khỏe, Pug có thể gặp một số vấn đề di truyền: khó thở do đường hô hấp ngắn, viêm da ở các nếp nhăn, bệnh về mắt (lồi mắt, loét giác mạc), và béo phì. Khám thú y định kỳ, kiểm soát cân nặng và giữ vệ sinh tốt sẽ giúp chúng sống khỏe mạnh.

Pug phù hợp với người sống ở thành phố, căn hộ nhỏ, yêu thích sự gắn bó và dễ chăm sóc.",12 – 20 triệu VNĐ,6 – 10 triệu VNĐ,1.200 – 3.000 USD,1,1,1,1,0
