STT	type	tên gi?ng loài	tu?i th? trung bình	cân n?ng trung bình	chi?u cao trung bình	chi?u dài trung bình	cách ch?m	giá có gi?y t?	giá không gi?y t?	giá qu?c t?	score_energy	score_space	score_grooming	score_kid_friendly	score_size	size_index
106	Dog	samoyed	12 n?m – 14 n?m	16 – 30 kg	48 – 60 cm	70 – 85 cm	"Samoyed có ngu?n g?c t? Siberia (Nga), ???c ng??i Samoyede nuôi ?? kéo xe tr??t tuy?t, ch?n tu?n l?c và gi? ?m cho ch? trong ?êm giá l?nh. Gi?ng chó này n?i b?t v?i b? lông tr?ng tuy?t dày, hai l?p cùng g??ng m?t luôn t??i c??i – ???c g?i là “Samoyed Smile”.  
  
Ngo?i hình: chi?u cao 48 – 60 cm, cân n?ng 16 – 30 kg. Thân hình s?n ch?c, b? lông xù tr?ng mu?t, ?ôi tai tam giác d?ng ??ng và ?uôi cong ph? lông dày.  
  
Tính cách: Samoyed r?t thân thi?n, hòa ??ng, trung thành và giàu tình c?m. Chúng thích ? g?n con ng??i, hòa ??ng v?i tr? em và các loài v?t khác. Tuy nhiên, chúng th??ng s?a nhi?u ?? báo hi?u ho?c khi bu?n chán, và có tính ??ng b??ng n?u không ???c hu?n luy?n t? s?m.  
  
V?n ??ng: ?ây là gi?ng chó kéo xe nên c?n v?n ??ng ít nh?t 1 – 2 gi?/ngày (?i b?, ch?y, ch?i trò ném b?t, kéo xe nh?). N?u thi?u v?n ??ng, Samoyed có th? t?ng ??ng, c?n phá ?? ??c.  
  
Ch?m sóc lông: b? lông dày, tr?ng tuy?t c?n ch?i 3 – 4 l?n/tu?n ?? tránh r?i và gi? ?? xù m??t. Vào mùa thay lông (xuân – thu) c?n ch?i h?ng ngày. Vì lông Samoyed có kh? n?ng ch?ng b?n, ch? c?n t?m 1 – 2 tháng/l?n, nh?ng ph?i v? sinh k? r?ng, tai, m?t và c?t móng th??ng xuyên.  
  
Dinh d??ng: kh?u ph?n ?n nên giàu protein, vitamin và omega-3 ?? gi? lông m??t và ch?c kh?e. H?n ch? tinh b?t, ?? nhi?u d?u m? ?? tránh béo phì.  
  
S?c kh?e: nhìn chung kh?e m?nh, nh?ng d? m?c các b?nh lo?n s?n hông, b?nh tim, ti?u ???ng và các v?n ?? v? m?t. Khám thú y ??nh k? và ch? ?? s?ng lành m?nh s? giúp chúng duy trì s?c kh?e t?t.  
  
Samoyed là gi?ng chó lý t??ng cho gia ?ình mu?n nuôi m?t chú chó thân thi?n, d? th??ng, v?a làm b?n v?a gi? nhà, nh?ng c?n kiên nh?n trong vi?c ch?m sóc lông và ?áp ?ng nhu c?u v?n ??ng l?n c?a chúng."	20 – 40 tri?u VN?	10 – 18 tri?u VN?	2.000 – 4.000 USD	4	3	3	2	large	1.163859528
107	Dog	pomeranian	12 n?m – 16 n?m	1.8 – 3.5 kg	18 – 22 cm	20 – 25 cm	"Pomeranian là gi?ng chó c?nh n?i ti?ng có ngu?n g?c t? vùng Pomerania (giáp ??c – Ba Lan). V?i ngo?i hình nh? nh?n, b? lông xù b?ng b?nh nh? qu? bông và g??ng m?t d? th??ng, Pom ???c m?nh danh là “hoàng t? – công chúa chó c?nh”.  
  
Ngo?i hình: chi?u cao 18 – 25 cm, cân n?ng 2 – 4 kg. B? lông kép dày v?i l?p lông t? bên trong và l?p lông dài, xù bên ngoài. Màu lông ?a d?ng: tr?ng, cam, nâu, ?en, kem, sable…  
  
Tính cách: Pom thông minh, lanh l?i, tinh ngh?ch và r?t trung thành v?i ch?. Tuy thân hình nh? bé nh?ng chúng khá d?n d?, thích ???c chú ý và d? g?n bó v?i con ng??i. Tuy nhiên, Pomeranian c?ng d? “s?a nhi?u” ?? thu hút s? chú ý ho?c c?nh báo.  
  
V?n ??ng: tuy nh? bé nh?ng Pom r?t hi?u ??ng. C?n cho ?i d?o 20 – 30 phút/ngày, k?t h?p các trò ch?i trong nhà. N?u không ???c v?n ??ng, chúng có th? d? b? stress ho?c t?ng ??ng.  
  
Ch?m sóc lông: b? lông dày xù c?n ch?i 3 – 4 l?n/tu?n, vào mùa r?ng lông (xuân – thu) c?n ch?i hàng ngày ?? tránh r?i. T?m 1 l?n/2 – 4 tu?n, sau ?ó s?y khô k? ?? tránh n?m da. V? sinh m?t, tai, r?ng và c?t móng ??u ??n.  
  
Dinh d??ng: Pom có d? dày nh? nên nên chia kh?u ph?n ?n thành 3 – 4 b?a nh?/ngày. C?n cung c?p protein t? th?t gà, cá, tr?ng, k?t h?p rau c? và ng? c?c nguyên h?t. Tránh ?? ?n quá ng?t, nhi?u d?u m? vì d? gây béo phì và b?nh v? r?ng.  
  
S?c kh?e: Pomeranian nhìn chung kh?e m?nh, nh?ng có th? g?p các b?nh tr?t x??ng bánh chè, x?p khí qu?n, v?n ?? r?ng mi?ng và b?nh tim. Khám thú y ??nh k? và ch? ?? dinh d??ng cân ??i s? giúp Pom duy trì s?c kh?e t?t.  
  
Pomeranian là l?a ch?n lý t??ng cho nh?ng ai thích nuôi chó c?nh nh? xinh, ?áng yêu, giàu tình c?m, phù h?p s?ng trong c?n h? ho?c nhà nh?, mi?n là ???c ch?m sóc và yêu th??ng ?úng cách."	15 – 30 tri?u VN?	6 – 12 tri?u VN?	2.000 – 5.000 USD	5	1	4	3	small	0.286723268
108	Dog	chow	9 n?m – 15 n?m	20 – 32 kg	43 – 56 cm	65 – 80 cm	"Chow Chow là gi?ng chó c? x?a có ngu?n g?c t? Trung Qu?c, n?i b?t v?i ngo?i hình b?m xù nh? s? t? và chi?c l??i xanh – ?en ??c tr?ng. ?ây là gi?ng chó v?a làm b?n, v?a có kh? n?ng canh gác t?t.  
  
Ngo?i hình: chi?u cao 43 – 56 cm, cân n?ng 20 – 32 kg. Thân hình r?n ch?c, ?ôi m?t sâu, m?i ?en, ?uôi cu?n trên l?ng. B? lông có hai lo?i: lông dài xù ho?c lông ng?n m??t, ph? bi?n nh?t là màu vàng kem, ??, ?en, xanh xám ho?c tr?ng.  
  
Tính cách: Chow Chow khá ??c l?p, ?i?m t?nh, trung thành nh?ng có ph?n l?nh lùng. Chúng g?n bó m?nh m? v?i m?t ng??i ch? duy nh?t, ít khi quá thân thi?n v?i ng??i l?. Vì b?n tính kiêu hãnh, Chow Chow ?ôi khi ??ng b??ng và khó hu?n luy?n n?u không ???c d?y t? nh?.  
  
V?n ??ng: gi?ng chó này không quá hi?u ??ng, ch? c?n ?i d?o kho?ng 30 – 60 phút/ngày. Chúng thích h?p s?ng trong c?n h? ho?c nhà có sân v??n nh?, mi?n là ???c cho v?n ??ng v?a ??.  
  
Ch?m sóc lông: b? lông dày, ??c bi?t là gi?ng lông dài, c?n ch?i 3 – 4 l?n/tu?n ?? tránh r?i và lo?i b? lông r?ng. Vào mùa thay lông nên ch?i h?ng ngày. T?m kho?ng 1 l?n/tháng, chú ý s?y khô ?? tránh n?m da.  
  
Dinh d??ng: Chow Chow d? b? béo phì, vì v?y ch? ?? ?n nên cân ??i, giàu protein n?c (th?t gà, cá), rau c?, h?t dinh d??ng, h?n ch? tinh b?t và th?c ?n d?u m?. Nên chia kh?u ph?n h?p lý theo cân n?ng và ?? tu?i.  
  
S?c kh?e: gi?ng chó này có nguy c? m?c lo?n s?n hông, các b?nh v? m?t (entropion, ??c th?y tinh th?), b?nh da và v?n ?? v? hô h?p do c?u trúc m?t ng?n. Khám thú y ??nh k? và ki?m soát cân n?ng là r?t quan tr?ng.  
  
Chow Chow là gi?ng chó phù h?p v?i ng??i kiên nh?n, có kinh nghi?m nuôi chó, yêu thích s? sang tr?ng và ??c l?p, s?n sàng dành th?i gian ch?m sóc lông c?ng nh? hu?n luy?n ?? phát huy h?t v? ??p và tính cách c?a chúng."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2.500 – 5.000 USD	3	3	4	2	large	1.170985741
109	Dog	keeshond	12 n?m – 15 n?m	16 – 20 kg	43 – 48 cm	60 – 70 cm	"Keeshond là gi?ng chó có ngu?n g?c t? Hà Lan, thu?c nhóm chó Spitz, n?i b?t v?i b? lông dày bông xù màu xám khói pha ?en, g??ng m?t luôn nh? ?ang c??i và ?ôi m?t to vi?n ?en s?c s?o – ???c m?nh danh là “Chó c??i Hà Lan”.  
  
Ngo?i hình: chi?u cao 43 – 46 cm, cân n?ng 15 – 20 kg. B? lông kép: l?p lông t? dày bên trong gi? ?m và l?p lông ngoài dài, xù, ch?ng n??c. ?uôi cong ph? lông dày cu?n tròn trên l?ng.  
  
Tính cách: Keeshond r?t thân thi?n, tình c?m, trung thành và hòa ??ng. Chúng thích s?ng cùng gia ?ình, g?n g?i tr? em, hi?m khi hung d?. Là gi?ng chó canh nhà t?t vì th??ng c?nh báo b?ng ti?ng s?a khi có ng??i l?.  
  
V?n ??ng: ?ây là gi?ng chó n?ng ??ng v?a ph?i, ch? c?n ?i d?o 30 – 60 phút/ngày và ch?i ?ùa trong sân ho?c nhà. Chúng không ?òi h?i v?n ??ng quá nhi?u nên phù h?p v?i gia ?ình s?ng ? thành ph?, c?n h? ho?c nhà nh?.  
  
Ch?m sóc lông: b? lông dày c?n ch?i 2 – 3 l?n/tu?n, vào mùa thay lông (xuân – thu) nên ch?i h?ng ngày. T?m 1 l?n/tháng, không nên t?m quá th??ng xuyên vì d? khô da. C?n v? sinh m?t, tai, r?ng và c?t móng ??u ??n.  
  
Dinh d??ng: ch? ?? ?n nên giàu protein (th?t gà, bò, cá), rau c?, h?t dinh d??ng và omega-3 ?? duy trì lông bóng m??t. H?n ch? tinh b?t và th?c ?n nhi?u d?u m? ?? tránh béo phì.  
  
S?c kh?e: nhìn chung kh?e m?nh, tu?i th? cao, nh?ng có th? g?p m?t s? v?n ?? nh? lo?n s?n hông, ??ng kinh, suy giáp và b?nh v? m?t. Khám thú y ??nh k? và duy trì cân n?ng h?p lý giúp chúng s?ng kh?e m?nh, h?nh phúc.  
  
Keeshond là l?a ch?n tuy?t v?i cho gia ?ình mu?n nuôi m?t chú chó thân thi?n, d? nuôi, ít ?òi h?i v?n ??ng, v?a làm b?n v?a gi? nhà t?t."	35 – 60 tri?u VN?	18 – 30 tri?u VN?	2.500 – 4.500 USD	3	1	3	5	medium	0.951931448
110	Dog	brabancon_griffon	12 n?m – 15 n?m	3 – 6 kg	18 – 20 cm	20 – 25 cm	"Brabançon Griffon là gi?ng chó nh? có ngu?n g?c t? B?, cùng h? v?i Griffon Bruxellois và Griffon Belge. ?i?m n?i b?t là khuôn m?t bi?u c?m nh? ng??i, ?ôi m?t to tròn và chi?c m?i t?t ng?n d? th??ng, ???c nhi?u gia ?ình yêu thích nuôi làm chó c?nh.  
  
Ngo?i hình: chi?u cao 18 – 28 cm, cân n?ng 3 – 6 kg. B? lông ng?n, m??t (khác v?i hai h? hàng Griffon có lông dài ho?c xù). Màu lông ph? bi?n: ??, ?en, ?en pha nâu.  
  
Tính cách: Brabançon Griffon r?t thông minh, tình c?m, trung thành và bám ch?. Chúng thích ???c vu?t ve, quan tâm và có xu h??ng tr? thành “chó c?nh trong nhà” h?n là chó gi? nhà. Tuy nhiên, chúng c?ng c?nh giác và có th? s?a báo ??ng khi có ng??i l?.  
  
V?n ??ng: tuy nh? bé nh?ng n?ng l??ng cao, c?n 20 – 40 phút v?n ??ng/ngày (?i d?o, ch?i ?ùa trong nhà). Chúng r?t thích trò ném – b?t và các ho?t ??ng t??ng tác v?i ch?.  
  
Ch?m sóc lông: b? lông ng?n, m??t nên d? ch?m sóc, ch? c?n ch?i 1 – 2 l?n/tu?n. T?m 2 – 4 tu?n/l?n, chú ý v? sinh tai, m?t (do m?t to d? ch?y n??c m?t) và r?ng mi?ng ?? tránh b?nh nha chu.  
  
Dinh d??ng: nên chia thành 2 – 3 b?a nh?/ngày, ?u tiên th?c ph?m giàu protein (th?t gà, cá, bò), b? sung rau c? và vitamin. Tránh ?? ?n nhi?u d?u m?, ng?t ho?c ?? ?n th?a t? con ng??i.  
  
S?c kh?e: nhìn chung kh?e m?nh, tu?i th? cao, nh?ng có th? g?p v?n ?? liên quan ??n hô h?p (do m?t ng?n), r?ng mi?ng, b?nh v? m?t và d? t?ng cân. Khám thú y ??nh k?, duy trì cân n?ng h?p lý s? giúp chúng s?ng lâu và kh?e m?nh.  
  
Brabançon Griffon là gi?ng chó c?nh nh? xinh, giàu tình c?m, d? ch?m sóc, r?t phù h?p v?i gia ?ình s?ng ? thành ph?, c?n h? ho?c ng??i thích nuôi thú c?ng bám ch?."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2.000 – 4.000 USD	4	1	4	4	small	0.316782316
111	Dog	pembroke	12 n?m – 15 n?m	10 – 14 kg	25 – 30 cm	55 – 65 cm	"Pembroke Welsh Corgi có ngu?n g?c t? x? Wales (Anh), n?i ti?ng v?i thân hình th?p lùn, l?ng dài, 4 chân ng?n, g??ng m?t d? th??ng và ?ôi tai to d?ng th?ng. ?ây là gi?ng chó ???c Hoàng gia Anh, ??c bi?t là N? hoàng Elizabeth II, yêu thích trong nhi?u th?p k?.  
  
Ngo?i hình: chi?u cao 25 – 30 cm, cân n?ng 10 – 14 kg. ?i?m khác bi?t v?i Corgi Cardigan là ?uôi ng?n ho?c c?t b?m sinh. B? lông dày hai l?p, màu ph? bi?n: ?? – tr?ng, vàng kem, sable, ?en – nâu – tr?ng.  
  
Tính cách: Corgi Pembroke r?t thông minh, lanh l?i, trung thành và thân thi?n. Chúng thích ? g?n ch?, hòa ??ng v?i tr? em và d? hu?n luy?n. Tuy nhiên, b?n n?ng ch?n gia súc m?nh khi?n chúng ?ôi khi có thói quen “c?n gót chân” khi ch?i.  
  
V?n ??ng: tuy thân hình th?p bé nh?ng n?ng l??ng r?t cao, c?n ít nh?t 1 gi? v?n ??ng/ngày (?i d?o, ch?y nh?y, ch?i ném bóng). N?u không ???c v?n ??ng ??, Corgi d? b? béo phì.  
  
Ch?m sóc lông: b? lông kép c?n ch?i 2 – 3 l?n/tu?n, vào mùa r?ng lông (xuân – thu) nên ch?i h?ng ngày. T?m 1 l?n/1 – 2 tháng, v? sinh tai, m?t, r?ng và c?t móng ??nh k?.  
  
Dinh d??ng: kh?u ph?n ?n nên giàu protein (th?t gà, cá, bò), rau c?, h?t khô ch?t l??ng cao, h?n ch? tinh b?t và ?? nhi?u d?u m?. Do Corgi d? t?ng cân, c?n ki?m soát kh?u ph?n ch?t ch?.  
  
S?c kh?e: Corgi Pembroke có th? g?p các b?nh thoái hóa ??a ??m, lo?n s?n hông, béo phì và các b?nh v? m?t. Khám thú y ??nh k? và duy trì cân n?ng h?p lý s? giúp chúng s?ng kh?e m?nh.  
  
Pembroke Welsh Corgi là gi?ng chó lý t??ng cho gia ?ình mu?n nuôi m?t chú chó thân thi?n, thông minh, d? th??ng và giàu tình c?m, phù h?p c? v?i nhà nh? và c?n h?."	25 – 45 tri?u VN?	12 – 20 tri?u VN?	2.000 – 4.000 USD	4	4	3	2	small	0.69071184
112	Dog	cardigan	12 n?m – 15 n?m	11 – 17 kg	27 – 32 cm	60 – 70 cm	"Cardigan Welsh Corgi là gi?ng chó c? x?a h?n Pembroke, c?ng có ngu?n g?c t? x? Wales (Anh). ?i?m khác bi?t rõ nh?t là ?uôi dài r?m lông (trái ng??c v?i Pembroke ?uôi ng?n ho?c c?t).  
  
Ngo?i hình: chi?u cao 25 – 33 cm, cân n?ng 11 – 17 kg. Thân hình dài, chân ng?n, b? ng?c sâu, ?uôi dài ph? lông dày. B? lông kép, dày, có nhi?u màu s?c ?a d?ng h?n Pembroke: ??, sable, ?en – tr?ng, xanh merle…  
  
Tính cách: Cardigan thông minh, ??c l?p và ?i?m t?nh h?n Pembroke. Chúng v?n r?t trung thành, thân thi?n v?i gia ?ình và tr? em, nh?ng có ph?n dè d?t v?i ng??i l?. Nh? b?n n?ng ch?n gia súc, chúng c?ng là chó gi? nhà t?t.  
  
V?n ??ng: gi?ng nh? Pembroke, Cardigan c?n nhi?u v?n ??ng – ít nh?t 1 gi?/ngày. Các ho?t ??ng phù h?p: ?i d?o, ch?y nh?y, ch?i trò ném bóng, hu?n luy?n agility. N?u không v?n ??ng ?? d? béo phì và stress.  
  
Ch?m sóc lông: b? lông kép c?n ch?i 2 – 3 l?n/tu?n, vào mùa r?ng lông nên ch?i h?ng ngày. T?m 1 – 2 tháng/l?n, v? sinh r?ng, tai, m?t và c?t móng ??nh k?.  
  
Dinh d??ng: ch? ?? ?n giàu protein (th?t gà, bò, cá), b? sung rau c?, h?t dinh d??ng ch?t l??ng cao, h?n ch? tinh b?t. C?n ki?m soát kh?u ph?n ch?t ch? vì Corgi r?t d? béo phì.  
  
S?c kh?e: Cardigan th??ng kh?e m?nh, nh?ng d? g?p b?nh thoái hóa ??a ??m, lo?n s?n hông, béo phì và các v?n ?? v? m?t. Khám thú y ??nh k?, ki?m soát cân n?ng và cho v?n ??ng ?? là y?u t? quan tr?ng.  
  
Cardigan Welsh Corgi là gi?ng chó phù h?p cho gia ?ình mu?n nuôi m?t chú chó thông minh, ?i?m t?nh, g?n bó nh?ng có ph?n ??c l?p h?n Pembroke, thích h?p c? trong nhà nh? l?n có sân v??n."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2.000 – 4.500 USD	4	4	3	2	small	0.766174119
113	Dog	toy_poodle	12 n?m – 15 n?m	2 – 4 kg	24 – 28 cm	28 – 35 cm	"Toy Poodle là dòng nh? nh?t trong 3 dòng Poodle ph? bi?n (Standard, Miniature, Toy), v?i chi?u cao d??i 25 cm và cân n?ng ch? kho?ng 2 – 4 kg. Chúng n?i b?t v?i b? lông xo?n tít, dày, m?m m?n và ít r?ng, r?t phù h?p cho ng??i d? d? ?ng. Màu lông ?a d?ng: tr?ng, ?en, nâu, ??, xám, apricot… th??ng ???c c?t t?a t?o ki?u ??p m?t.  
  
Tính cách: thông minh, lanh l?i, tình c?m, d? hu?n luy?n và r?t qu?n ch?. Tuy nhiên, Toy Poodle khá nh?y c?m, n?u b? b? m?c lâu d? stress và s?a nhi?u.  
  
Nhu c?u v?n ??ng: m?c dù nh? bé nh?ng n?ng ??ng, c?n kho?ng 30 – 45 phút v?n ??ng/ngày nh? ?i d?o, ch?i ?ùa ho?c t?p các trò hu?n luy?n.  
  
Ch?m sóc lông: c?n ch?i lông h?ng ngày (ho?c ít nh?t 3 l?n/tu?n) và c?t t?a 1 – 2 tháng/l?n ?? tránh r?i, gi? dáng ??p. T?m 2 – 3 tu?n/l?n, v? sinh m?t, tai, r?ng và c?t móng ??nh k?.  
  
Dinh d??ng: nên cho ?n kh?u ph?n giàu protein t? th?t gà, bò, cá, k?t h?p rau c? qu? xay nh? và h?t dành cho chó size toy. Tránh th?c ?n nhi?u d?u m?, tinh b?t và ?? ?n th?a c?a con ng??i ?? ng?n béo phì.  
  
S?c kh?e: d? m?c các b?nh v? r?ng mi?ng, viêm tai, tr?t x??ng bánh chè (luxating patella) và h? ???ng huy?t ? chó con. Khám thú y ??nh k? và tiêm phòng ??y ?? giúp Toy Poodle kh?e m?nh, s?ng lâu bên gia ?ình."	15 – 25 tri?u VN?	6 – 12 tri?u VN?	2.000 – 4.000 USD	3	3	1	3	small	0.374026021
114	Dog	miniature_poodle	12 n?m – 15 n?m	5 – 9 kg	28 – 35 cm	38 – 45 cm	"Miniature Poodle là dòng Poodle c? trung bình, ??ng gi?a Toy và Standard. Chúng cao kho?ng 25 – 38 cm, n?ng 6 – 9 kg, có thân hình cân ??i, thanh thoát cùng b? lông xo?n ??c tr?ng, m?m m?i và ít r?ng, r?t phù h?p cho ng??i b? d? ?ng lông thú.  
  
Tính cách: c?c k? thông minh (x?p h?ng top 2 trong các gi?ng chó thông minh nh?t), n?ng ??ng, nhanh nh?n, d? hu?n luy?n và r?t trung thành. Miniature Poodle th??ng tình c?m, g?n g?i v?i gia ?ình, h?p c? môi tr??ng thành ph? và nông thôn.  
  
Nhu c?u v?n ??ng: c?n kho?ng 45 – 60 phút v?n ??ng/ngày, bao g?m ?i d?o, ch?i trò ném bóng, hu?n luy?n agility ho?c b?i l?i. Chúng thích các ho?t ??ng trí tu? nên hu?n luy?n b?ng trò ch?i giúp h?n ch? s? nhàm chán.  
  
Ch?m sóc lông: b? lông xo?n d? r?i nên c?n ch?i ít nh?t 3 – 4 l?n/tu?n và c?t t?a ??nh k? 1 – 2 tháng/l?n. T?m 2 – 3 tu?n/l?n, v? sinh tai, r?ng và c?t móng ??u ??n. Có th? t?o nhi?u ki?u lông khác nhau (Puppy cut, Continental clip, Teddy bear cut…).  
  
Dinh d??ng: nên cho ?n kh?u ph?n giàu protein t? th?t n?c (gà, bò, cá), b? sung rau c? qu?, ng? c?c nguyên h?t và h?t dinh d??ng ch?t l??ng cao. Tránh ?? ?n m?, ng?t và x??ng nh? d? hóc.  
  
S?c kh?e: Miniature Poodle th??ng kh?e m?nh, nh?ng có th? g?p b?nh Addison, ??ng kinh, lo?n s?n x??ng hông, tr?t x??ng bánh chè và b?nh v? m?t (??c th?y tinh th?). Khám thú y ??nh k?, k?t h?p ch? ?? dinh d??ng và v?n ??ng h?p lý giúp chúng s?ng kh?e m?nh và h?nh phúc."	20 – 35 tri?u VN?	10 – 18 tri?u VN?	2.500 – 5.000 USD	3	3	1	3	small	0.534924458
115	Dog	standard_poodle	12 n?m – 14 n?m	20 – 32 kg	45 – 60 cm	70 – 85 cm	"Standard Poodle là dòng l?n nh?t trong 3 lo?i Poodle, v?i chi?u cao trên 38 cm và cân n?ng kho?ng 20 – 30 kg. Chúng n?i b?t v?i dáng vóc thanh l?ch, b? lông xo?n dày, không r?ng nhi?u, ???c xem là “bi?u t??ng th?i trang” nh? kh? n?ng t?o ki?u lông ?a d?ng.  
  
Tính cách: thông minh, ?i?m t?nh, trung thành và r?t d? hu?n luy?n. So v?i Toy và Miniature, Standard Poodle có tính cách ch?ng ch?c, ít nhõng nh?o h?n, nh?ng v?n vô cùng tình c?m và g?n bó v?i ch?. Chúng ??c bi?t yêu thích ho?t ??ng ngoài tr?i, b?i l?i và th? thao.  
  
Nhu c?u v?n ??ng: c?n 1 – 2 gi? v?n ??ng/ngày. Các ho?t ??ng lý t??ng bao g?m ?i d?o ???ng dài, ch?y b?, b?i l?i, agility ho?c ch?i ném bóng. N?u không ???c v?n ??ng ??y ??, chúng d? bu?n chán và xu?t hi?n hành vi phá phách.  
  
Ch?m sóc lông: c?n ch?i lông ít nh?t 3 – 4 l?n/tu?n ?? tránh r?i, t?m 2 – 3 tu?n/l?n và c?t t?a ??nh k? m?i 1 – 2 tháng. Standard Poodle th??ng ???c t?o ki?u lông “Continental Clip” ho?c “English Saddle” trong các cu?c thi dog show.  
  
Dinh d??ng: kh?u ph?n ?n nên giàu protein (th?t bò, gà, cá), k?t h?p rau c? qu?, ng? c?c nguyên h?t và d?u cá ?? duy trì c? b?p s?n ch?c và b? lông óng m??t. Chia kh?u ph?n thành 2 – 3 b?a/ngày, tránh th?c ?n nhi?u d?u m? ho?c x??ng nh? d? hóc.  
  
S?c kh?e: gi?ng chó này có th? g?p b?nh Addison, lo?n s?n x??ng hông, b?nh tuy?n giáp, các v?n ?? v? da và tai, ??c th?y tinh th?. Khám thú y ??nh k?, ch? ?? v?n ??ng ??u ??n và ch?m sóc lông t?t s? giúp Standard Poodle s?ng kh?e m?nh và b?n b?."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	3.000 – 6.000 USD	5	3	4	3	large	1.213412623
116	Dog	mexican_hairless	12 n?m – 15 n?m	18 – 25 kg	46 – 60 cm	65 – 80 cm	"Mexican Hairless hay còn g?i là Xoloitzcuintli (Xolo), là gi?ng chó c? x?a nh?t châu M?, g?n li?n v?i v?n hóa và tín ng??ng Mexico. Có 3 kích c?: Toy (25 – 35 cm), Miniature (36 – 45 cm), Standard (46 – 60 cm). ??c ?i?m n?i b?t là làn da tr?n nh?n, ít ho?c hoàn toàn không có lông, ?ôi tai d?ng và thân hình thanh thoát.  
  
Tính cách: trung thành, c?nh giác, thông minh và tình c?m. Xolo có b?n n?ng b?o v? m?nh m?, th??ng g?n bó v?i m?t gia ?ình ho?c m?t ng??i ch? duy nh?t. Chúng khá ?i?m t?nh, ít s?a vô c?, thích h?p làm chó canh gác và b?u b?n.  
  
Nhu c?u v?n ??ng: c?n kho?ng 45 – 60 phút v?n ??ng/ngày, bao g?m ?i d?o, ch?y b? ho?c ch?i ?ùa ngoài tr?i. Gi?ng chó này khá d?o dai và thích các ho?t ??ng th? ch?t v?a ph?i.  
  
Ch?m sóc da: do h?u nh? không có lông, Xolo c?n ch?m sóc da ??c bi?t. Nên t?m nh? b?ng s?a t?m d?u 1 – 2 tu?n/l?n, thoa kem d??ng ?m cho da ?? tránh khô n?t, và dùng kem ch?ng n?ng khi ra ngoài ?? ng?a cháy n?ng. Ngoài ra, c?ng c?n v? sinh tai, r?ng và c?t móng th??ng xuyên.  
  
Dinh d??ng: kh?u ph?n ?n giàu protein t? th?t n?c, cá, n?i t?ng ??ng v?t k?t h?p rau c? qu? và h?t khô ch?t l??ng cao. Do ho?t ??ng nhi?u, Xolo c?n ch? ?? ?n cân ??i ?? duy trì c? b?p s?n ch?c.  
  
S?c kh?e: Mexican Hairless nhìn chung khá kh?e m?nh, ít b?nh di truy?n. Tuy nhiên, có th? g?p các v?n ?? v? da (m?n, cháy n?ng, khô da), b?nh r?ng mi?ng (vì th??ng thi?u r?ng) và lo?n s?n x??ng hông ? cá th? l?n. Ch?m sóc da ?úng cách và khám thú y ??nh k? s? giúp chúng s?ng kh?e m?nh và lâu dài."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2.500 – 5.000 USD	3	3	3	4	medium	1.104967663
117	Dog	dingo	10 n?m – 14 n?m	13 – 20 kg	48 – 58 cm	75 – 90 cm	"Dingo là gi?ng chó hoang b?n ??a c?a Australia, n?i b?t v?i ngo?i hình s?n ch?c, dáng thanh thoát, tai d?ng, mõm nh?n và b? lông ng?n m??t, ph? bi?n màu vàng, ??, nâu ho?c pha tr?ng. Chúng là gi?ng chó thông minh, d?o dai, có b?n n?ng sinh t?n cao và kh? n?ng s?n m?i t? nhiên.  
  
Tính cách: Dingos ??c l?p, c?nh giác và r?t thông minh. Chúng trung thành nh?ng không quá qu?n ng??i, có kh? n?ng thích nghi t?t v?i môi tr??ng hoang dã ho?c bán hoang dã. Dingo hi?m khi tr? nên hung h?ng v?i con ng??i n?u ???c xã h?i hóa t? nh?.  
  
Nhu c?u v?n ??ng: là gi?ng chó n?ng ??ng và c?n v?n ??ng 1 – 2 gi?/ngày. Chúng thích ch?y nh?y, s?n m?i mô ph?ng, các trò ch?i kéo co ho?c ?i b? ???ng dài.  
  
Ch?m sóc lông: b? lông ng?n, d? ch?m sóc, ch? c?n ch?i lông 1 – 2 l?n/tu?n ?? lo?i b? lông r?ng và b?i b?n. T?m khi c?n thi?t, v? sinh tai, r?ng và c?t móng ??nh k?.  
  
Dinh d??ng: Dingo c?n ch? ?? ?n giàu protein (th?t n?c, cá, n?i t?ng), b? sung rau c? và ng? c?c nh? n?u nuôi trong môi tr??ng gia ?ình. Tránh cho ?n ?? ch? bi?n s?n quá nhi?u ho?c th?c ?n con ng??i nhi?u m?.  
  
S?c kh?e: Dingo nhìn chung kh?e m?nh, ít b?nh di truy?n, nh?ng khi nuôi trong nhà c?n theo dõi r?ng mi?ng, cân n?ng và ch? ?? v?n ??ng ?? tránh stress ho?c t?ng cân.  
  
Dingo là gi?ng chó thông minh, b?n b?, n?ng ??ng và g?n g?i v?i t? nhiên, phù h?p cho nh?ng ng??i yêu thích nuôi chó có b?n n?ng hoang dã nh?ng có th? hu?n luy?n ???c."	25 – 50 tri?u VN?	10 – 20 tri?u VN?	2.000 – 5.000 USD	5	4	1	4	medium	1.050714294
