STT,type,tên giống loài,tuổi thọ trung bình,cân nặng trung bình,chiều cao trung bình,chiều dài trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,score_size,size_index
131,Cat,ragdoll,12 năm – 17 năm,4.5 – 9 kg,23 – 28 cm,50 – 60 cm,"Ragdoll là giống mèo lông dài nổi tiếng với tính cách hiền lành, dễ chịu và rất quấn người. Tên gọi “Ragdoll” xuất phát từ thói quen thả lỏng cơ thể như búp bê vải khi được bế. Về chế độ ăn uống, Ragdoll cần khẩu phần giàu protein và cân đối dưỡng chất để duy trì cơ bắp và bộ lông dài mềm mượt. Do cơ thể khá lớn và ít hiếu động, cần kiểm soát khẩu phần ăn để tránh thừa cân.

Ragdoll có mức năng lượng trung bình, không quá hiếu động nhưng vẫn thích chơi và tương tác với chủ. Các trò chơi nhẹ nhàng trong nhà, đồ chơi tương tác hoặc thời gian chơi cùng chủ mỗi ngày là đủ để giúp mèo vận động và tránh buồn chán. Giống mèo này rất thân thiện, hòa đồng với trẻ em và các vật nuôi khác, phù hợp với môi trường gia đình.

Về chăm sóc lông, Ragdoll có bộ lông dài, mềm nhưng ít rối hơn Persian. Tuy nhiên, vẫn cần chải lông khoảng 2–3 lần mỗi tuần để loại bỏ lông rụng và giữ lông mượt. Việc tắm không cần thường xuyên, chỉ khi mèo quá bẩn.

Về sức khỏe, Ragdoll có nguy cơ mắc một số bệnh di truyền như bệnh cơ tim phì đại (HCM) và các vấn đề về khớp do kích thước cơ thể lớn. Nên cho mèo khám sức khỏe định kỳ, kiểm soát cân nặng và tiêm phòng đầy đủ. Với tính cách dịu dàng, tình cảm và dễ thích nghi, Ragdoll là giống mèo lý tưởng cho người nuôi lần đầu hoặc gia đình có trẻ nhỏ.",25 – 50 triệu VNĐ,12 – 25 triệu VNĐ,800 – 3.500 USD,2,3,4,5,small,0.5507620063468588
132,Cat,russian_blue,15 năm – 20 năm,3 – 5.5 kg,23 – 28 cm,45 – 55 cm,"Russian Blue là giống mèo nổi bật với bộ lông ngắn màu xám xanh ánh bạc, dày và mịn, cùng đôi mắt xanh lục đặc trưng. Giống mèo này có tính cách điềm đạm, thông minh và khá nhút nhát với người lạ, nhưng rất trung thành và quấn chủ khi đã thân quen. Về chế độ ăn uống, Russian Blue cần khẩu phần cân đối, giàu protein để duy trì vóc dáng thon gọn. Do giống mèo này dễ tăng cân, cần kiểm soát lượng thức ăn và hạn chế cho ăn vặt.

Russian Blue không quá hiếu động nhưng vẫn cần được chơi và tương tác hằng ngày. Chúng thích môi trường yên tĩnh, ổn định và thường không thích sự thay đổi đột ngột. Chủ nuôi nên chuẩn bị đồ chơi đơn giản, trụ cào móng và dành thời gian chơi nhẹ nhàng với mèo mỗi ngày.

Về chăm sóc lông, Russian Blue có bộ lông ngắn nhưng rất dày, nên cần chải lông 1–2 lần mỗi tuần để loại bỏ lông rụng và giữ lông luôn bóng mượt. Việc tắm không cần thường xuyên vì lông của chúng ít bám bẩn và có khả năng tự làm sạch tốt.

Về sức khỏe, Russian Blue nhìn chung rất khỏe mạnh, ít bệnh di truyền nghiêm trọng. Tuy nhiên, giống mèo này có xu hướng nhạy cảm với stress và thay đổi môi trường. Vì vậy, nên cho mèo khám sức khỏe định kỳ, tiêm phòng đầy đủ và duy trì lịch sinh hoạt ổn định. Với tính cách dịu dàng, trung thành và sạch sẽ, Russian Blue là giống mèo rất được yêu thích trong các gia đình yên tĩnh.",20 – 45 triệu VNĐ,10 – 20 triệu VNĐ,800 – 3.000 USD,3,3,2,4,small,0.4786770688550619
133,Cat,scottish_fold,11 năm – 15 năm,2.7 – 6 kg,20 – 25 cm,45 – 55 cm,"Scottish Fold là giống mèo nổi bật với đôi tai cụp về phía trước, tạo nên vẻ ngoài rất đặc trưng và dễ thương. Giống mèo này có tính cách hiền lành, thân thiện, quấn người và thích môi trường sống yên tĩnh. Về chế độ ăn uống, Scottish Fold cần khẩu phần cân đối, giàu protein để duy trì sức khỏe tổng thể. Do giống mèo này có xu hướng tăng cân, cần kiểm soát lượng thức ăn và hạn chế đồ ăn vặt.

Scottish Fold không quá hiếu động nhưng vẫn cần vận động nhẹ nhàng mỗi ngày thông qua các trò chơi trong nhà hoặc tương tác với chủ. Chúng thích nằm gần con người và thường theo chủ trong sinh hoạt hằng ngày.

Về chăm sóc, đôi tai cụp của Scottish Fold cần được chú ý đặc biệt. Chủ nuôi nên vệ sinh tai định kỳ để tránh tích tụ ráy tai và nhiễm trùng. Bộ lông của Scottish Fold có thể là lông ngắn hoặc lông dài, nên cần chải lông 2–3 lần mỗi tuần để loại bỏ lông rụng và giữ lông gọn gàng.

Về sức khỏe, Scottish Fold có nguy cơ mắc bệnh di truyền liên quan đến sụn và xương (osteochondrodysplasia), gây đau khớp và hạn chế vận động, đặc biệt ở các cá thể mang gen tai cụp kép. Vì vậy, cần theo dõi dáng đi, khả năng vận động và cho mèo khám sức khỏe định kỳ. Với tính cách dịu dàng, dễ gần và tình cảm, Scottish Fold là giống mèo rất được yêu thích, nhưng người nuôi cần hiểu rõ đặc điểm sức khỏe của giống trước khi quyết định nuôi.",18 – 40 triệu VNĐ,8 – 18 triệu VNĐ,700 – 2.500 USD,2,3,4,5,small,0.4607135454162552
134,Cat,siamese,12 năm – 20 năm,2.5 – 5 kg,20 – 25 cm,45 – 55 cm,"Siamese là giống mèo nổi tiếng với bộ lông ngắn, màu point đặc trưng (tai, mặt, chân, đuôi sẫm màu) và đôi mắt xanh lam. Giống mèo này rất thông minh, hoạt bát và cực kỳ quấn người, thậm chí có xu hướng “nói chuyện” nhiều với chủ. Về chế độ ăn uống, Siamese cần khẩu phần giàu protein để duy trì cơ thể thon gọn và mức năng lượng cao. Nên chọn thức ăn chất lượng cao và chia khẩu phần thành nhiều bữa nhỏ trong ngày.

Siamese có mức năng lượng cao, thích leo trèo, chạy nhảy và chơi các trò tương tác. Chủ nuôi nên dành nhiều thời gian chơi cùng mèo, chuẩn bị trụ cào móng, kệ leo hoặc đồ chơi thông minh để tránh mèo buồn chán và có hành vi phá phách. Giống mèo này không thích bị bỏ một mình quá lâu.

Về chăm sóc lông, Siamese có bộ lông ngắn, mịn và rất ít rụng nên việc chăm sóc khá đơn giản. Chỉ cần chải lông 1 lần mỗi tuần để loại bỏ lông rụng. Tắm không cần thường xuyên, chỉ khi mèo thật sự bẩn.

Về sức khỏe, Siamese có thể gặp một số vấn đề di truyền như bệnh hô hấp, bệnh tim, lác mắt hoặc các vấn đề răng miệng. Vì vậy, cần cho mèo kiểm tra sức khỏe định kỳ, tiêm phòng đầy đủ và theo dõi kỹ tình trạng răng, mắt. Với tính cách thông minh, tình cảm và trung thành, Siamese là giống mèo rất phù hợp với người nuôi có nhiều thời gian tương tác.",15 – 30 triệu VNĐ,7 – 15 triệu VNĐ,600 – 2.500 USD,5,4,1,4,small,0.4488081507843127
135,Cat,sphynx,12 năm – 15 năm,3 – 5 kg,20 – 25 cm,40 – 50 cm,"Sphynx là giống mèo không lông (hoặc rất ít lông) với làn da nhăn đặc trưng và ngoại hình độc đáo. Do không có lớp lông bảo vệ, việc chăm sóc Sphynx tập trung nhiều vào da, nhiệt độ cơ thể và vệ sinh. Về chế độ ăn uống, Sphynx có tốc độ trao đổi chất cao nên cần khẩu phần giàu protein và năng lượng, thường ăn nhiều hơn so với các giống mèo có lông.

Do không có lông, da Sphynx tiết nhiều dầu và dễ bám bẩn. Chủ nuôi cần tắm cho mèo đều đặn khoảng 1 lần/tuần bằng sữa tắm chuyên dụng để tránh tích tụ dầu, gây mùi hoặc viêm da. Ngoài ra, cần vệ sinh tai, mắt và móng thường xuyên vì bụi bẩn dễ tích tụ ở những vị trí này.

Sphynx rất quấn người, thích hơi ấm và không chịu được lạnh. Cần giữ ấm cho mèo bằng quần áo, chăn ấm và tránh gió lùa. Đồng thời, cũng cần hạn chế để mèo tiếp xúc trực tiếp với ánh nắng gắt vì da dễ bị cháy nắng.

Về sức khỏe, Sphynx có nguy cơ mắc bệnh cơ tim phì đại (HCM) và các vấn đề da liễu. Vì vậy, nên cho mèo kiểm tra sức khỏe định kỳ, tiêm phòng đầy đủ và theo dõi tình trạng da thường xuyên. Với tính cách thân thiện, tình cảm và thích được ôm ấp, Sphynx là giống mèo rất phù hợp cho người nuôi có thời gian chăm sóc và tương tác nhiều.",30 – 60 triệu VNĐ,15 – 30 triệu VNĐ,1.000 – 4.000 USD,4,3,5,5,small,0.4312896053555861
136,Cat,toyger,12 năm – 15 năm,3 – 7 kg,20 – 30 cm,45 – 55 cm,"Toyger là giống mèo được lai tạo để có ngoại hình giống hổ thu nhỏ, với bộ lông vằn sọc rõ nét và thân hình săn chắc. Mặc dù có vẻ ngoài hoang dã, Toyger lại là giống mèo nhà rất thân thiện, thông minh và quấn người. Về chế độ ăn uống, Toyger cần khẩu phần giàu protein để duy trì cơ bắp và mức năng lượng. Nên sử dụng thức ăn chất lượng cao, hạn chế tinh bột và chia khẩu phần hợp lý để tránh thừa cân.

Toyger có mức năng lượng trung bình đến cao, thích vận động và chơi các trò tương tác. Chủ nuôi nên dành thời gian chơi cùng mèo mỗi ngày, chuẩn bị trụ cào móng, đồ chơi thông minh hoặc huấn luyện các trò đơn giản để kích thích trí tuệ. Giống mèo này khá hòa đồng và thích tương tác với con người.

Về chăm sóc lông, Toyger có bộ lông ngắn, dày và rất dễ chăm sóc. Chỉ cần chải lông 1–2 lần mỗi tuần để loại bỏ lông rụng và giữ hoa văn vằn sọc rõ nét. Việc tắm không cần thường xuyên, chỉ khi mèo thật sự bẩn.

Về sức khỏe, Toyger nhìn chung khỏe mạnh và ít bệnh di truyền nghiêm trọng. Tuy nhiên, vẫn cần theo dõi cân nặng và cho mèo khám sức khỏe định kỳ, tiêm phòng đầy đủ. Với tính cách thông minh, năng động và thân thiện, Toyger là giống mèo phù hợp với gia đình thích sự độc đáo về ngoại hình nhưng vẫn muốn một thú cưng dễ gần.",35 – 70 triệu VNĐ,20 – 40 triệu VNĐ,1.500 – 5.000 USD,4,3,2,5,small,0.4902341861654128
137,Cat,turkish_van,12 năm – 17 năm,3 – 7 kg,23 – 28 cm,45 – 55 cm,"Turkish Van là giống mèo nổi tiếng với bộ lông trắng chủ đạo, màu chỉ tập trung ở đầu và đuôi, cùng tính cách đặc biệt yêu thích nước. Giống mèo này có thân hình to khỏe, cơ bắp săn chắc và mức năng lượng khá cao. Về chế độ ăn uống, Turkish Van cần khẩu phần giàu protein để duy trì thể lực và cơ bắp. Nên chọn thức ăn chất lượng cao, cân đối dưỡng chất và chia khẩu phần hợp lý để tránh thừa cân.

Turkish Van rất năng động, thích chạy nhảy, leo trèo và chơi các trò tương tác. Chủ nuôi nên dành thời gian chơi cùng mèo mỗi ngày, chuẩn bị trụ cào móng, kệ leo hoặc đồ chơi vận động. Đặc biệt, giống mèo này không sợ nước và có thể thích chơi với nước, vì vậy cần đảm bảo khu vực nước trong nhà an toàn.

Về chăm sóc lông, Turkish Van có bộ lông bán dài, mềm và ít lớp lông tơ nên ít rối hơn nhiều giống mèo lông dài khác. Chỉ cần chải lông 2–3 lần mỗi tuần để loại bỏ lông rụng. Việc tắm có thể thực hiện khi cần, và một số cá thể thậm chí còn thích được tắm.

Về sức khỏe, Turkish Van nhìn chung khỏe mạnh, ít bệnh di truyền nghiêm trọng. Tuy nhiên, do thân hình lớn và năng động, cần theo dõi khớp và cân nặng. Nên cho mèo khám sức khỏe định kỳ, tiêm phòng đầy đủ. Với tính cách thông minh, năng động và độc lập, Turkish Van phù hợp với người nuôi có không gian và thời gian tương tác.",20 – 45 triệu VNĐ,10 – 20 triệu VNĐ,800 – 3.000 USD,5,4,2,4,small,0.4935588121449902
138,Cat,vankedisi,12 năm – 17 năm,3 – 7 kg,23 – 28 cm,45 – 55 cm,"Van Kedisi (còn gọi là mèo Van Thổ Nhĩ Kỳ bản địa) là giống mèo hiếm có nguồn gốc từ vùng hồ Van, nổi bật với bộ lông trắng tuyết, thân hình thanh thoát và đôi mắt có thể khác màu (odd-eyes). Giống mèo này thông minh, nhanh nhẹn và rất trung thành với chủ. Về chế độ ăn uống, Van Kedisi cần khẩu phần giàu protein, cân đối dưỡng chất để duy trì cơ thể săn chắc và sức khỏe tổng thể. Nên ưu tiên thức ăn chất lượng cao, kết hợp thức ăn ướt để bổ sung nước.

Van Kedisi có mức năng lượng khá cao, thích leo trèo, chạy nhảy và khám phá môi trường xung quanh. Chủ nuôi nên chuẩn bị không gian đủ rộng, trụ cào móng và đồ chơi tương tác để giúp mèo vận động hằng ngày. Giống mèo này khá độc lập nhưng vẫn cần được tương tác thường xuyên để tránh buồn chán.

Về chăm sóc lông, Van Kedisi có bộ lông bán dài, mềm và ít lớp lông tơ nên tương đối dễ chăm sóc. Chỉ cần chải lông khoảng 2 lần mỗi tuần để loại bỏ lông rụng và giữ lông sạch đẹp. Tắm chỉ cần thực hiện khi mèo bẩn, không cần quá thường xuyên.

Về sức khỏe, Van Kedisi nhìn chung khỏe mạnh và ít bệnh di truyền nghiêm trọng. Tuy nhiên, do là giống mèo hiếm, việc nhân giống không kiểm soát có thể ảnh hưởng đến chất lượng dòng máu. Vì vậy, nên cho mèo khám sức khỏe định kỳ, tiêm phòng đầy đủ và duy trì chế độ sinh hoạt ổn định. Với tính cách thông minh, trung thành và ngoại hình thanh lịch, Van Kedisi là giống mèo được đánh giá rất cao tại Thổ Nhĩ Kỳ.",30 – 60 triệu VNĐ,15 – 30 triệu VNĐ,1.000 – 3.500 USD,4,4,2,3,small,0.4935588121449902
139,Cat,burmese,12 năm – 16 năm,3 – 6 kg,25 – 30 cm,40 – 46 cm,"Burmese là giống mèo thân thiện, thông minh và rất quấn người, vì vậy chúng cần được quan tâm và tương tác thường xuyên. Về chế độ ăn, Burmese có cơ địa săn chắc, nhiều cơ bắp nên cần thức ăn giàu đạm động vật, ưu tiên các loại thức ăn chất lượng cao dành cho mèo trưởng thành. Có thể kết hợp thức ăn hạt và pate ướt để đảm bảo đủ dinh dưỡng và hạn chế các vấn đề về thận.
Về vận động, Burmese khá hiếu động và thích chơi đùa, leo trèo. Chủ nuôi nên chuẩn bị đồ chơi, trụ cào móng hoặc không gian leo trèo trong nhà để giúp mèo giải tỏa năng lượng và tránh buồn chán. Chúng thích ở trong nhà và không cần ra ngoài thường xuyên như một số giống mèo khác.
Về sức khỏe, Burmese nhìn chung khỏe mạnh nhưng có thể gặp một số vấn đề di truyền như bệnh nướu răng hoặc bệnh tim nhẹ. Việc vệ sinh răng miệng định kỳ, khám thú y thường xuyên và tiêm phòng đầy đủ là rất quan trọng. Tính cách của Burmese rất tình cảm, hòa đồng với trẻ em và các vật nuôi khác, phù hợp với gia đình cần một giống mèo thân thiện, gắn bó và dễ chăm sóc.",15 – 30 triệu VNĐ,7 – 12 triệu VNĐ,800 – 2000 USD,4,3,2,5,small,0.4654653767344968
140,unknown,unknown,,,,,,,,,3,3,3,3,large,
