STT,type,tên giống loài,tuổi thọ trung bình,cân nặng trung bình,chiều cao trung bình,chiều dài trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,score_size,size_index
82,Dog,bouvier_des_flandres,10 năm – 12 năm,27 – 40 kg,59 – 68 cm,85 – 100 cm,"Bouvier des Flandres có nguồn gốc từ vùng Flandres (Bỉ và Pháp), ban đầu được lai tạo để chăn gia súc, kéo xe và làm việc nặng. Đây là giống chó cỡ lớn, cơ bắp vạm vỡ, bộ lông dày, xù và khuôn mặt có râu ria đặc trưng, tạo vẻ ngoài mạnh mẽ nhưng cũng rất điềm đạm.  
  
Tính cách:  
Bouvier des Flandres điềm tĩnh, thông minh, dũng cảm và trung thành tuyệt đối. Chúng gắn bó với gia đình, bảo vệ chủ nhưng không quá hung hăng. Tuy nhiên, giống chó này có tính cảnh giác cao, thường được sử dụng làm chó bảo vệ, chó quân sự hoặc cảnh sát.  
  
Vận động:  
Là giống chó lao động, Bouvier cần vận động hằng ngày từ 1–2 giờ: đi bộ dài, chạy, chơi các trò vận động mạnh hoặc tham gia huấn luyện chuyên nghiệp. Nếu không vận động đủ, chúng dễ trở nên bồn chồn và khó kiểm soát.  
  
Huấn luyện:  
Thông minh và có khả năng học hỏi tốt, nhưng đôi khi hơi bướng bỉnh. Cần huấn luyện từ nhỏ, kiên nhẫn và nhất quán. Giống này rất phù hợp cho các môn thể thao chó (obedience, tracking, protection). Xã hội hóa sớm giúp chúng cân bằng hơn khi tiếp xúc với người lạ hoặc thú cưng khác.  
  
Chăm sóc lông:  
Bộ lông dày, xù và ráp cần chải ít nhất 2–3 lần/tuần để tránh rối và giữ sạch. Thỉnh thoảng cần cắt tỉa để duy trì hình dáng gọn gàng, đặc biệt vùng quanh mặt và mắt. Vệ sinh tai, răng và móng định kỳ cũng rất quan trọng.  
  
Chế độ dinh dưỡng:  
Khẩu phần ăn cần nhiều protein chất lượng cao (thịt bò, gà, cá), kết hợp tinh bột nguyên hạt và rau củ quả. Do là chó cơ bắp, năng lượng cao, cần lượng thức ăn lớn nhưng phải cân đối để tránh béo phì và vấn đề về khớp.  
  
Sức khỏe:  
Một số bệnh thường gặp:  
  
Loạn sản hông và khuỷu  
  
Chứng đầy hơi xoắn dạ dày (Bloat)  
  
Bệnh về mắt (glaucoma, cataract)  
  
Một số bệnh về tim  
Khám thú y định kỳ, kiểm soát cân nặng và chế độ vận động sẽ giúp Bouvier sống khỏe mạnh.",40 – 70 triệu VNĐ,20 – 35 triệu VNĐ,2500 – 5000 USD,5,5,4,4,large,1.5028092070757773
83,Dog,rottweiler,9 năm – 11 năm,35 – 60 kg,56 – 69 cm,85 – 100 cm,"Rottweiler có nguồn gốc từ Đức, ban đầu được sử dụng để kéo xe hàng và chăn dắt gia súc. Đây là giống chó cơ bắp, mạnh mẽ, thông minh và có bản năng bảo vệ cao, thường được dùng làm chó nghiệp vụ, cảnh sát hoặc bảo vệ.  
  
Tính cách:  
Rottweiler trung thành, dũng cảm, tự tin và bảo vệ chủ nhân mạnh mẽ. Chúng yêu thương gia đình, đặc biệt gắn bó với một người chủ duy nhất. Tuy nhiên, nếu không được xã hội hóa và huấn luyện từ nhỏ, Rott có thể trở nên quá cảnh giác hoặc hung hăng với người lạ.  
  
Vận động:  
Là giống chó năng lượng cao, Rottweiler cần 1–2 giờ vận động mỗi ngày: chạy, đi bộ dài, kéo tạ, hoặc tham gia huấn luyện bảo vệ. Nếu bị nhốt hoặc ít vận động, chúng dễ bị stress và sinh ra hành vi phá phách.  
  
Huấn luyện:  
Thông minh, nhanh nhẹn nhưng đôi khi bướng bỉnh. Cần người chủ kiên định, có kinh nghiệm và uy tín để huấn luyện. Phương pháp huấn luyện nên tích cực, nhất quán, kết hợp xã hội hóa sớm để giúp Rott trở nên cân bằng, kiểm soát tốt bản năng bảo vệ.  
  
Chăm sóc lông:  
Rott có bộ lông ngắn, dày và bóng, dễ chăm sóc. Chỉ cần chải 1 lần/tuần để loại bỏ lông rụng, tắm rửa khi cần. Vệ sinh tai, răng và móng đều đặn để giữ sức khỏe tổng thể.  
  
Chế độ dinh dưỡng:  
Do là giống chó cơ bắp lớn, cần khẩu phần ăn giàu protein và chất béo tốt từ thịt đỏ, cá, trứng. Bổ sung rau củ và tinh bột nguyên hạt để cân bằng dinh dưỡng. Nên chia bữa ăn thành 2–3 lần/ngày để tránh chứng đầy hơi xoắn dạ dày (bloat).  
  
Sức khỏe:  
Một số bệnh thường gặp ở Rottweiler:  
  
Loạn sản hông và khuỷu  
  
Chứng đầy hơi xoắn dạ dày  
  
Vấn đề về tim (aortic stenosis, cardiomyopathy)  
  
Ung thư xương (osteosarcoma)  
  
Béo phì nếu ít vận động  
Khám thú y định kỳ, duy trì cân nặng và tập luyện hợp lý sẽ giúp Rott khỏe mạnh và sống thọ.",35 – 70 triệu VNĐ,15 – 30 triệu VNĐ,2500 – 6000 USD,5,4,1,3,large,1.7739524965286166
84,Dog,german_shepherd,9 năm – 13 năm,22 – 40 kg,55 – 65 cm,85 – 100 cm,"German Shepherd là giống chó chăn cừu nổi tiếng thế giới, được phát triển tại Đức cuối thế kỷ 19 bởi Max von Stephanitz. Ngày nay, chúng là một trong những giống chó đa năng nhất: chăn gia súc, bảo vệ, cảnh sát, quân sự, cứu hộ, dẫn đường.  
  
Tính cách:  
German Shepherd thông minh, dũng cảm, trung thành và vâng lời, luôn sẵn sàng bảo vệ gia đình. Chúng có bản năng canh gác mạnh mẽ, nhưng đồng thời cũng rất tình cảm, gắn bó và biết quan tâm.  
  
Vận động:  
Đây là giống chó năng lượng cao, cần ít nhất 1,5 – 2 giờ vận động mỗi ngày: chạy, đi bộ dài, huấn luyện agility, obedience, tìm kiếm, kéo tạ hoặc các trò chơi trí tuệ. Nếu không vận động đủ, chúng dễ stress, buồn chán và phát sinh hành vi phá phách.  
  
Huấn luyện:  
German Shepherd là một trong những giống chó dễ huấn luyện nhất, thường đứng top đầu về trí thông minh làm việc (theo bảng xếp hạng Stanley Coren). Chúng học lệnh nhanh, thích hợp cho nhiều công việc khác nhau. Tuy nhiên, cần huấn luyện nhất quán, kiên định và xã hội hóa sớm để tránh quá cảnh giác với người lạ.  
  
Chăm sóc lông:  
Có 2 loại: lông ngắn (short coat) và lông dài (long coat). Cả hai đều có lông kép (double coat): lớp ngoài thẳng, cứng, lớp trong dày và ấm. Cần chải 2–3 lần/tuần, mùa rụng lông cần chăm sóc nhiều hơn. Vệ sinh tai, răng và móng thường xuyên.  
  
Chế độ dinh dưỡng:  
Do là giống chó cơ bắp và hoạt động nhiều, khẩu phần ăn cần giàu protein và chất béo chất lượng cao (thịt bò, gà, cá, trứng). Bổ sung rau củ, ngũ cốc nguyên hạt để hỗ trợ tiêu hóa. Chia 2–3 bữa/ngày để giảm nguy cơ đầy hơi xoắn dạ dày (bloat).  
  
Sức khỏe:  
Một số bệnh thường gặp:  
  
Loạn sản hông và khuỷu (hip & elbow dysplasia)  
  
Chứng đầy hơi xoắn dạ dày (bloat)  
  
Thoái hóa tủy sống (Degenerative Myelopathy)  
  
Dị ứng da, bệnh về mắt  
Khám thú y định kỳ, vận động hợp lý và chế độ ăn cân đối sẽ giúp GSD khỏe mạnh, sống thọ.",30 – 60 triệu VNĐ,12 – 25 triệu VNĐ,2500 – 6000 USD,5,4,3,4,large,1.4299310142523087
85,Dog,doberman,10 năm – 13 năm,30 – 45 kg,63 – 72 cm,85 – 100 cm,"Doberman là giống chó canh gác và bảo vệ nổi tiếng, được phát triển cuối thế kỷ 19 tại Đức bởi Karl Friedrich Louis Dobermann – một người thu thuế cần một giống chó bảo vệ mạnh mẽ, nhanh nhẹn và trung thành.  
  
Tính cách:  
Doberman nổi tiếng với hình ảnh “chó vệ sĩ” – trung thành, dũng cảm, cảnh giác và bảo vệ chủ tuyệt đối. Tuy nhiên, chúng cũng rất tình cảm, gắn bó và biết quan tâm, đặc biệt khi sống cùng gia đình. Nếu được xã hội hóa tốt từ nhỏ, chúng có thể thân thiện, dịu dàng với trẻ em và các vật nuôi khác.  
  
Vận động:  
Đây là giống chó năng lượng cao, nhanh nhẹn, mạnh mẽ, cần ít nhất 1,5 – 2 giờ vận động/ngày. Chúng thích chạy đường dài, tập agility, obedience, canicross, IPO/IGP (bài tập bảo vệ – phục tùng), và các hoạt động trí tuệ. Nếu không vận động đủ, Doberman dễ sinh ra căng thẳng, phá phách.  
  
Huấn luyện:  
Doberman cực kỳ thông minh (xếp thứ 5 trong bảng trí tuệ Stanley Coren). Chúng học lệnh nhanh, vâng lời và có khả năng tập trung cao. Tuy nhiên, cần người chủ kiên định, nhất quán và có kinh nghiệm để tránh Doberman trở nên bướng bỉnh hoặc hung hăng. Xã hội hóa từ nhỏ là bắt buộc để hình thành tính cách cân bằng.  
  
Chăm sóc lông:  
Doberman có bộ lông ngắn, mượt, ôm sát cơ thể, ít rụng lông, dễ chăm sóc. Chỉ cần chải 1 lần/tuần, tắm 1–2 tháng/lần hoặc khi bẩn. Tuy nhiên, do lông ngắn và da mỏng, chúng nhạy cảm với lạnh, nên cần giữ ấm vào mùa đông.  
  
Chế độ dinh dưỡng:  
Cần khẩu phần giàu protein chất lượng cao (thịt bò, gà, cá, trứng) để duy trì cơ bắp và năng lượng. Bổ sung rau củ, tinh bột và omega-3 (tốt cho tim mạch, da lông). Chia 2 bữa/ngày để giảm nguy cơ xoắn dạ dày (bloat).  
  
Sức khỏe:  
Doberman nhìn chung khỏe mạnh, nhưng dễ gặp một số bệnh di truyền:  
  
Bệnh cơ tim giãn (Dilated Cardiomyopathy – DCM)  
  
Loạn sản hông  
  
Hội chứng Wobbler (bệnh tủy sống cổ)  
  
Rối loạn đông máu (Von Willebrand Disease)  
  
Xoắn dạ dày (bloat)  
Khám thú y định kỳ và chế độ ăn, vận động khoa học sẽ giúp Doberman duy trì sức khỏe tốt.",25 – 50 triệu VNĐ,8 – 20 triệu VNĐ,2500 – 6000 USD,5,4,1,3,large,1.6087755124586798
86,Dog,miniature_pinscher,12 năm – 16 năm,4 – 6 kg,25 – 30 cm,30 – 35 cm,"Miniature Pinscher (thường gọi tắt là Min Pin) có nguồn gốc từ Đức, được lai tạo từ Dachshund, Italian Greyhound và German Pinscher. Dù có ngoại hình giống Doberman thu nhỏ, nhưng Min Pin ra đời trước Doberman nhiều thế kỷ.  
  
Tính cách:  
Giống chó này được mệnh danh là “King of Toys” (Vua của nhóm chó cảnh nhỏ) nhờ sự tự tin, gan dạ, tràn đầy năng lượng. Chúng lanh lợi, cảnh giác cao, thích bảo vệ lãnh thổ và sủa khi có người lạ. Tuy nhiên, với gia đình, chúng tình cảm, vui vẻ và rất gắn bó.  
  
Vận động:  
Dù thân hình nhỏ (cao 25–30 cm, nặng 4–6 kg), Min Pin lại có năng lượng cực cao. Cần ít nhất 30 – 60 phút vận động/ngày, bao gồm đi dạo nhanh, chơi ném bóng, chạy nhảy trong sân. Nếu không được giải phóng năng lượng, chúng dễ cắn phá đồ đạc.  
  
Huấn luyện:  
Miniature Pinscher thông minh nhưng khá bướng bỉnh, thích làm theo ý mình. Cần sự kiên nhẫn, nhất quán và phương pháp huấn luyện tích cực. Xã hội hóa từ nhỏ giúp hạn chế tính hung hăng hoặc hay sủa.  
  
Chăm sóc lông:  
Min Pin có lông ngắn, mượt, ít rụng và dễ chăm sóc. Chỉ cần chải 1 lần/tuần và tắm 1–2 tháng/lần. Chúng thích hợp nuôi trong căn hộ, nhưng do lông ngắn và thân nhỏ, dễ bị lạnh → nên mặc áo giữ ấm khi trời lạnh.  
  
Chế độ dinh dưỡng:  
Cần khẩu phần ăn cân đối, giàu protein và ít chất béo. Vì giống chó nhỏ dễ béo phì, nên tránh cho ăn quá nhiều đồ ăn vặt. Chia 2–3 bữa nhỏ trong ngày sẽ tốt hơn 1 bữa lớn.  
  
Sức khỏe:  
Nhìn chung khỏe mạnh, nhưng có thể gặp một số vấn đề:  
  
Trật xương bánh chè (Patellar Luxation)  
  
Vấn đề răng miệng (cao răng, viêm lợi)  
  
Loạn sản võng mạc hoặc đục thủy tinh thể  
  
Hạ đường huyết ở chó con nếu ăn uống không đều",15 – 30 triệu VNĐ,5 – 12 triệu VNĐ,1000 – 2500 USD,5,2,1,3,small,0.4281803732245067
87,Dog,greater_swiss_mountain_dog,8 năm – 11 năm,40 – 64 kg,60 – 72 cm,95 – 110 cm,"Greater Swiss Mountain Dog (gọi tắt là Swissy) là giống chó khổng lồ có nguồn gốc từ Thụy Sĩ, thuộc nhóm Sennenhund (chó núi Thụy Sĩ), cùng họ với Bernese Mountain Dog. Trước đây, chúng được dùng làm chó kéo xe, chăn gia súc và bảo vệ trang trại.  
  
Tính cách:  
Swissy có tính cách điềm đạm, trung thành, đáng tin cậy và thân thiện. Chúng cực kỳ gắn bó với gia đình, tốt với trẻ em, thường cảnh giác với người lạ nhưng không hung dữ. Đây là giống chó bảo vệ và đồng hành lý tưởng, mang tính “người khổng lồ hiền lành”.  
  
Vận động:  
Dù to lớn (cao 60–72 cm, nặng 40–60 kg), Swissy không quá hiếu động như một số giống khác. Tuy nhiên, chúng vẫn cần 1–2 giờ vận động vừa phải/ngày như đi bộ, chạy nhẹ, chơi ném bóng hoặc các hoạt động ngoài trời. Vì cấu trúc cơ thể nặng, không nên bắt nhảy nhiều hoặc vận động quá sức khi còn nhỏ, để tránh tổn thương xương khớp.  
  
Huấn luyện:  
Swissy thông minh, ngoan ngoãn và muốn làm hài lòng chủ, nhưng đôi khi có thể hơi chậm chạp trong tiếp thu. Cần huấn luyện kiên nhẫn, nhẹ nhàng và nhất quán. Xã hội hóa sớm giúp chúng tự tin và hòa đồng hơn với môi trường xung quanh.  
  
Chăm sóc lông:  
Bộ lông Swissy ngắn, dày hai lớp, với màu sắc đặc trưng đen – nâu đỏ – trắng (giống Bernese nhưng lông ngắn hơn). Lông dễ chăm sóc, chỉ cần chải 1–2 lần/tuần, nhưng rụng khá nhiều theo mùa → nên tăng cường chải khi thay lông.  
  
Chế độ dinh dưỡng:  
Do thể trạng lớn, Swissy cần khẩu phần ăn giàu protein và canxi để duy trì cơ bắp và xương khớp chắc khỏe. Nên chia khẩu phần thành 2–3 bữa/ngày, tránh ăn quá no để giảm nguy cơ xoắn dạ dày (bloat). Bổ sung glucosamine và omega-3 sẽ có lợi cho khớp và lông.  
  
Sức khỏe:  
Greater Swiss Mountain Dog dễ gặp một số vấn đề:  
  
Loạn sản hông và khuỷu tay  
  
Xoắn dạ dày (bloat)  
  
Bệnh về khớp do trọng lượng cơ thể lớn  
  
Một số bệnh di truyền về mắt",50 – 85 triệu VNĐ,25 – 40 triệu VNĐ,2500 – 5000 USD,3,5,2,5,large,1.931473591175966
88,Dog,bernese_mountain_dog,7 năm – 10 năm,32 – 55 kg,58 – 70 cm,90 – 105 cm,"Bernese Mountain Dog (gọi tắt là Bernese hoặc Berner) có nguồn gốc từ vùng Bern của Thụy Sĩ, thuộc nhóm Sennenhund (chó núi Thụy Sĩ). Trước kia, chúng được dùng để kéo xe, chăn gia súc và canh giữ trang trại.  
  
Tính cách:  
Bernese là giống chó dịu dàng, trung thành, hiền hòa và rất tình cảm. Chúng nổi tiếng với sự thân thiện, dễ mến, yêu trẻ em và thích gắn bó với gia đình. Khác với một số giống canh gác, Bernese thường ít hung dữ, thay vào đó là sự kiên nhẫn và ân cần.  
  
Vận động:  
Do vóc dáng lớn (cao 58–70 cm, nặng 35–55 kg), Bernese cần 1–1,5 giờ vận động/ngày. Thích hợp với các hoạt động ngoài trời như đi bộ, chạy nhẹ, chơi ném bóng, hoặc kéo xe. Tuy nhiên, chúng không quá hiếu động và có thể hài lòng với cuộc sống gia đình nếu được cho ra ngoài vận động đều đặn.  
  
Huấn luyện:  
Bernese thông minh, ngoan ngoãn và dễ huấn luyện nhờ bản tính muốn làm hài lòng chủ. Tuy nhiên, chúng nhạy cảm với giọng điệu, nên cần huấn luyện bằng phương pháp tích cực, nhẹ nhàng và khích lệ. Xã hội hóa sớm giúp Bernese tự tin hơn với người lạ và môi trường mới.  
  
Chăm sóc lông:  
Bernese có bộ lông dài, dày hai lớp với màu sắc đặc trưng đen – nâu đỏ – trắng. Cần chải 2–3 lần/tuần, và trong mùa thay lông nên chải hàng ngày để giảm rụng. Bộ lông dày giúp chịu lạnh tốt, nhưng chúng không chịu nóng → cần giữ mát vào mùa hè.  
  
Chế độ dinh dưỡng:  
Cần chế độ ăn giàu protein, canxi và khoáng chất để duy trì cơ bắp và xương khớp khỏe mạnh. Chia khẩu phần thành 2–3 bữa/ngày, tránh ăn quá no để giảm nguy cơ xoắn dạ dày (bloat). Bổ sung glucosamine, omega-3 và vitamin E sẽ hỗ trợ khớp và da lông.  
  
Sức khỏe:  
Bernese Mountain Dog có tuổi thọ tương đối ngắn do một số bệnh di truyền:  
  
Ung thư (tỷ lệ cao trong nhóm chó lớn)  
  
Loạn sản hông và khuỷu tay  
  
Xoắn dạ dày (bloat)  
  
Bệnh về mắt (đục thủy tinh thể, loạn sản võng mạc)  
  
Bệnh cơ xương do trọng lượng cơ thể lớn",40 – 70 triệu VNĐ,20 – 35 triệu VNĐ,2500 – 5000 USD,3,5,4,5,large,1.727036203446434
89,Dog,appenzeller,12 năm – 14 năm,22 – 32 kg,50 – 58 cm,70 – 85 cm,"Appenzeller Sennenhund là giống chó chăn gia súc và bảo vệ xuất xứ từ vùng Appenzell, Thụy Sĩ. Chúng có thân hình vạm vỡ, cơ bắp chắc chắn, bộ lông ngắn 3 màu đặc trưng (đen – trắng – nâu) và chiếc đuôi cong tròn cuộn trên lưng.  
  
Giống chó này thông minh, lanh lợi, trung thành và cảnh giác cao, rất phù hợp làm chó canh gác và bảo vệ. Chúng cũng thân thiện với trẻ em và hòa đồng khi được xã hội hóa từ nhỏ, nhưng có thể tỏ ra dè chừng với người lạ.  
  
Appenzeller cần vận động nhiều mỗi ngày với các hoạt động như chạy nhảy, đi dạo đường dài, kéo xe hoặc tham gia các trò chơi huấn luyện trí tuệ. Đây không phải là giống chó thích hợp cho không gian nhỏ hẹp, mà cần sân vườn rộng rãi hoặc vùng nông thôn để phát huy bản năng làm việc.  
  
Bộ lông ngắn và bóng nên việc chăm sóc khá đơn giản, chỉ cần chải 1 – 2 lần/tuần để loại bỏ lông chết và giữ cho lông mượt. Vệ sinh tai, mắt, răng và cắt móng thường xuyên giúp ngăn ngừa bệnh tật.  
  
Chế độ dinh dưỡng cần nhiều protein từ thịt nạc, cá, kết hợp với rau củ và tinh bột nguyên hạt để duy trì năng lượng cao. Không nên cho ăn quá nhiều chất béo để tránh thừa cân, vì Appenzeller là giống chó làm việc, cần giữ vóc dáng khỏe mạnh và dẻo dai.  
  
Về sức khỏe, Appenzeller Sennenhund nhìn chung khỏe mạnh, ít bệnh di truyền, nhưng có thể gặp các vấn đề về xương hông (loạn sản), mắt và béo phì nếu ít vận động. Khám thú y định kỳ và cho chúng vận động đầy đủ sẽ giúp kéo dài tuổi thọ và duy trì sự sung sức.",25 – 40 triệu VNĐ,10 – 15 triệu VNĐ,2.000 – 2.500 USD,5,5,2,4,large,1.2432288253749897
90,Dog,entlebucher,11 năm – 15 năm,20 – 30 kg,42 – 50 cm,65 – 80 cm,"Entlebucher Sennenhund là giống chó nhỏ nhất trong tứ đại chó núi Thụy Sĩ (cùng với Bernese, Appenzeller và Greater Swiss Mountain Dog). Chúng có thân hình cơ bắp, chắc nịch, bộ lông ngắn, mượt với màu tam thể đặc trưng: đen – trắng – nâu.  
  
Tính cách nổi bật của Entlebucher là thông minh, trung thành, dũng cảm và rất năng động. Chúng thường gắn bó chặt chẽ với một người chủ, thích được tham gia các hoạt động ngoài trời, trò chơi thể lực và huấn luyện vâng lời. Tuy nhiên, do bản năng bảo vệ mạnh, Entlebucher có thể tỏ ra cảnh giác với người lạ, nên cần được xã hội hóa từ nhỏ.  
  
Giống chó này cần nhiều vận động hàng ngày: đi dạo dài, chạy bộ, kéo xe nhỏ, hoặc tham gia các môn thể thao chó như agility. Nếu thiếu hoạt động, chúng có thể trở nên bồn chồn và phá phách.  
  
Bộ lông ngắn nên chăm sóc khá dễ dàng – chỉ cần chải 1 lần/tuần để loại bỏ lông rụng và giữ cho lông bóng mượt. Tắm định kỳ, vệ sinh tai, mắt, răng và cắt móng thường xuyên cũng rất quan trọng để giữ vệ sinh.  
  
Về dinh dưỡng, Entlebucher cần một chế độ ăn giàu protein chất lượng cao từ thịt, cá, trứng, kết hợp với rau củ và ngũ cốc nguyên hạt. Do chúng rất năng động, khẩu phần ăn cần cân đối để cung cấp đủ năng lượng, đồng thời tránh tình trạng thừa cân.  
  
Sức khỏe của Entlebucher nhìn chung tốt, nhưng có thể gặp các vấn đề di truyền như loạn sản xương hông, loạn sản khuỷu và bệnh về mắt (PRA – teo võng mạc tiến triển). Khám thú y định kỳ, vận động hợp lý và duy trì cân nặng ổn định sẽ giúp giống chó này khỏe mạnh, vui vẻ và sống thọ.",25 – 40 triệu VNĐ,12 – 18 triệu VNĐ,1.500 – 2.500 USD,5,4,2,3,medium,1.127871034403241
91,Dog,boxer,10 năm – 12 năm,25 – 32 kg,53 – 63 cm,70 – 85 cm,"Boxer là giống chó có nguồn gốc từ Đức, thuộc nhóm chó lao động, nổi bật với thân hình cơ bắp, ngực nở, mõm ngắn đặc trưng và khuôn mặt biểu cảm. Chúng mang tính cách mạnh mẽ, năng động, nhưng đồng thời rất tình cảm, trung thành và thân thiện với trẻ nhỏ, khiến Boxer được mệnh danh là “chú hề trong thế giới loài chó”.  
  
Boxer thông minh, dễ huấn luyện, nhưng đôi khi hơi bướng bỉnh. Chúng cần được giáo dục từ sớm bằng phương pháp tích cực, kiên nhẫn và nhất quán. Nhờ bản năng bảo vệ mạnh mẽ, Boxer là một trong những giống chó giữ nhà và bảo vệ gia đình rất tốt.  
  
Giống chó này có nhu cầu vận động cao – cần đi dạo dài, chạy bộ, chơi bóng hoặc tham gia các hoạt động thể lực hàng ngày. Nếu không được vận động đầy đủ, Boxer dễ trở nên hiếu động thái quá và gây ra hành vi phá phách.  
  
Bộ lông ngắn, mượt của Boxer khá dễ chăm sóc – chỉ cần chải 1 lần/tuần để loại bỏ lông rụng. Tuy nhiên, da của chúng khá nhạy cảm, dễ bị kích ứng, nên cần tắm bằng sữa tắm dịu nhẹ và tránh tắm quá thường xuyên. Vệ sinh răng miệng, tai và cắt móng định kỳ cũng rất quan trọng.  
  
Về dinh dưỡng, Boxer cần khẩu phần giàu protein và chất béo lành mạnh để duy trì cơ bắp, kết hợp cùng rau củ và tinh bột nguyên hạt. Do có xu hướng dễ tăng cân và bị chướng hơi, nên không cho ăn quá nhiều tinh bột và thức ăn khó tiêu.  
  
Về sức khỏe, Boxer có thể gặp một số bệnh di truyền như bệnh tim, loạn sản xương hông, dị ứng da và ung thư. Khám thú y định kỳ, chế độ ăn khoa học và duy trì vận động hợp lý sẽ giúp Boxer sống khỏe mạnh và năng động bên gia đình.",25 – 40 triệu VNĐ,10 – 18 triệu VNĐ,1.500 – 3.000 USD,5,4,2,5,large,1.2995893197914643
92,Dog,bull_mastiff,8 năm – 10 năm,45 – 59 kg,61 – 69 cm,90 – 105 cm,"Bullmastiff là giống chó có nguồn gốc từ Anh, được lai giữa Bulldog và Mastiff để trở thành chó bảo vệ tài sản. Chúng có thân hình cực kỳ vạm vỡ, ngực rộng, cơ bắp chắc nịch và đầu to với hàm khỏe. Ngoại hình oai vệ, kết hợp với sự dũng cảm và trung thành, khiến Bullmastiff trở thành “người gác đêm” đáng tin cậy.  
  
Tính cách của Bullmastiff điềm tĩnh, dũng cảm, bảo vệ mạnh mẽ nhưng ít sủa bừa. Chúng rất trung thành với gia đình, thân thiện với trẻ em khi được nuôi dưỡng đúng cách. Tuy nhiên, bản năng bảo vệ mạnh khiến chúng cảnh giác cao với người lạ, nên cần xã hội hóa từ nhỏ để tránh hung dữ.  
  
Giống chó này không quá hiếu động, nhưng do kích thước lớn, chúng vẫn cần được đi dạo hằng ngày, tập luyện ở mức vừa phải để duy trì sức khỏe. Bullmastiff thích hợp sống trong nhà có sân vườn rộng, không phù hợp nuôi trong căn hộ nhỏ.  
  
Bộ lông ngắn, mượt nên rất dễ chăm sóc – chỉ cần chải 1 lần/tuần để giữ sạch sẽ. Tuy nhiên, Bullmastiff dễ bị chảy dãi, nên cần lau miệng thường xuyên. Vệ sinh răng miệng, tai và cắt móng định kỳ cũng rất quan trọng để ngăn bệnh tật.  
  
Chế độ ăn của Bullmastiff phải giàu protein từ thịt, cá, kết hợp tinh bột và rau củ để duy trì năng lượng cho cơ bắp. Do trọng lượng lớn, cần chia nhỏ khẩu phần để tránh chướng bụng và béo phì.  
  
Về sức khỏe, Bullmastiff dễ mắc các bệnh di truyền như loạn sản xương hông, bệnh tim, ung thư và các vấn đề hô hấp do cấu trúc mõm ngắn. Khám thú y định kỳ, duy trì cân nặng hợp lý và chế độ vận động khoa học sẽ giúp Bullmastiff sống khỏe mạnh và gắn bó lâu dài với gia đình.",35 – 60 triệu VNĐ,15 – 25 triệu VNĐ,2.000 – 4.000 USD,2,5,1,4,large,1.9023452126914413
93,Dog,tibetan_mastiff,10 năm – 12 năm,45 – 72 kg,61 – 76 cm,95 – 110 cm,"Tibetan Mastiff là giống chó cổ xưa có nguồn gốc từ dãy Himalaya, được người Tây Tạng nuôi để bảo vệ tu viện và gia súc. Chúng nổi bật với thân hình to lớn, khung xương chắc nịch, bờm lông dày quanh cổ trông như sư tử, tạo nên dáng vẻ oai vệ và quyền lực.  
  
Tính cách của Tibetan Mastiff mạnh mẽ, độc lập, trung thành và có bản năng bảo vệ lãnh thổ rất cao. Chúng cảnh giác với người lạ, nhưng lại hết mực gắn bó và bảo vệ chủ nhân. Do bản tính bướng bỉnh và độc lập, chúng cần người chủ có kinh nghiệm huấn luyện.  
  
Giống chó này cần không gian rộng, thích hợp nuôi ở sân vườn hoặc vùng nông thôn, không phù hợp sống trong căn hộ nhỏ. Mặc dù to lớn, Tibetan Mastiff không quá hiếu động, nhưng vẫn cần được đi dạo hằng ngày và vận động vừa phải để giữ vóc dáng cân đối.  
  
Bộ lông dày, hai lớp giúp chịu lạnh tốt nhưng rụng nhiều theo mùa. Cần chải lông 2 – 3 lần/tuần, vào mùa rụng lông phải chải hàng ngày để tránh rối. Tắm định kỳ, vệ sinh răng, tai, cắt móng thường xuyên là cần thiết để duy trì sức khỏe.  
  
Chế độ dinh dưỡng của Tibetan Mastiff phải giàu protein và khoáng chất để đáp ứng nhu cầu phát triển cơ bắp và xương khớp. Nên chia khẩu phần thành nhiều bữa nhỏ để tránh các vấn đề về tiêu hóa, đặc biệt là xoắn dạ dày.  
  
Về sức khỏe, Tibetan Mastiff dễ gặp các bệnh liên quan đến xương khớp (loạn sản hông, loạn sản khuỷu), bệnh tuyến giáp và béo phì nếu ít vận động. Kiểm tra thú y định kỳ và chế độ chăm sóc khoa học sẽ giúp chúng sống thọ, khỏe mạnh và giữ được sự oai hùng vốn có.",60 – 120 triệu VNĐ,20 – 40 triệu VNĐ,2.000 – 5.000 USD,2,5,4,2,large,2.077071829586564
